ISBN,title,description,authors,publish_date,publisher,number_of_pages,subjects
0804111359,The Secret History,"""Powerful...Enthrallling...A ferociously well-paced entertainment."" THE NEW YORK TIMES Richard Papen arrived at Hampden College in New England and was quickly seduced by an elite group of five students, all Greek scholars, all worldly, self-assured, and, at first glance, all highly unapproachable. As Richard is drawn into their inner circle, he learns a terrifying secret that binds them to one another...a secret about an incident in the woods in the dead of night where an ancient rite was brought to brutal life...and led to a gruesome death. And that was just the beginning.... ""A smart, craftsman-like, viscerally compelling novel."" TIME Selected by the Book-of-the-Month Club A NEW YORK TIMES NOTABLE BOOK",Donna Tartt,1993,Ballantine Books,570.0,Fiction
0440236703,Watch Your Back!,,Donald E. Westlake,2005,,370.0,Bars (Drinking establishments)
0515125490,Judas Child,"Policeman Rouge Kindall investigates the disappearance of two young girls three days before Christmas, a case disturbingly similar to the murder of his twin sister many years earlier.",Carol O'Connell,1999-08,Jove Books,436.0,Fiction
0140109595,A Place I've Never Been,,David Leavitt,1991,Penguin Mass Market,216.0,Fiction
0312976275,,,,,,,
080410526X,All I Really Need to Know I Learned in Kindergarten,"A modern classic, and a phenomenal bestseller, this simple collection of thoughts and gentle opinion has struck a deep chord in readers all over the world. Observing our times in his unique way, Robert Fulghum has tapped into the community that we all share and tells us something about ourselves and how to be the best we are capable of. He reminds us to share, clean up our own mess, take a nap every afternoon, and to be aware of wonder. ""Within simplicity lies the sublime."" SAN FRANCISCO CHRONICLE ""A healthy antidote to the horrors that pummel us in this dicey age."" THE BALTIMORE SUN",Robert Fulghum,1989,,212.0,Literary Collections
0446601853,Charade,"A TV star with a new lease on life must team up with an ex-cop to investigate a series of murders and dark secrets while danger lurks just outside her door. A medical miracle gives TV personality Cat Delaney more than a new heart. With her second chance at life Cat trades Hollywood for San Antonio, where she hosts a TV show for children with special needs. Here she meets Alex Pierce, an ex-cop turned crime writer -- and the first man to see her as a woman since her surgery. But her new world turns sinister when fatal ""accidents"" begin killing other heart recipients, and a mysterious stalker starts shadowing her every move. Soon Cat realizes Alex may or may not be her most important ally -- and that her new heart comes at a terrible price: a tangled web of secrets and someone determined to take her life.",Sandra Brown,1995-07-01,Grand Central Publishing,500.0,Fiction
0449200248,Love,"This book is about love. What it is and what it isn't. It is about you--and about everybody who has ever reached out to touch the heart of another. Among many other lessons of the heart, Leo Buscaglia reminds us: Love is open arms. If you close your arms about love you will find that you are left holding only yourself.",Leo F. Buscaglia,1982-05-01,Fawcett Books,207.0,Family & Relationships
0451410912,A Killing Gift,Featuring Chinese-American detective April Woo.,Leslie Glass,2003,Onyx Books,372.0,Fiction
0486278026,Macbeth,"Dark and bloody drama of ambition, guilt, and revenge centers on an ambitious Scottish nobleman who murders the king in order to succeed to the throne. Tortured by his conscience and fearful of discovery, he becomes fatally enmeshed in a web of treachery and deceit that spells his doom.",William Shakespeare,1993-01-01,Courier Corporation,98.0,Drama
0312150601,Behind the Scenes at the Museum,"This 1995 Whitbread Book of the Year paints a rich, vivid portrait of heartbreak and happiness, recounting the story of Ruby Lennox, a narrator who will leave no stone unturned in her account of family life above a pet shop in England. ""A poignant and beautifully wrought portrait of a young girl's growth"".--""Seattle Times"".",Kate Atkinson,1996,Macmillan,338.0,Fiction
042511774X,,,,,,,
0684842696,Underworld,"A 1950s teenage hood from New York is transformed by the Jesuits into a respectable man, managing hazardous waste. A portrait of the decade from the viewpoint of the garbage industry.",Don DeLillo,1997,Scribner Book Company,836.0,Fiction
0385333404,Dating Big Bird,"Ellen Franck has to re-examine her life when she realizes she would really like to have a baby, and Malcolm, the man she loves, just can't consider fatherhood again.",Laura Zigman,2000,,264.0,Fiction
0316781142,The Last Time They Met,"In a new novel about love and forgiveness by the bestselling author of ""The Pilot's Wife"" and ""Fortune's Rocks"", a man and a woman sustain a lifelong passionate relationship even though they have been together only three times.",Anita Shreve,2001-04-15,St. Martin's Press,326.0,Fiction
0671888587,I'll Be Seeing You,A young news reporter on assignment at a large metropolitan hospital is horrified when she sees that a young Jane Doe whom paramedics have failed to save has a face identical to her own.,Mary Higgins Clark,1994-05,Simon and Schuster,22.0,Fiction
0312265867,,,,,,,
0449221490,L Is for Lawless,Kinsey Millhone gets in over her head when she becomes involved in an elusive mystery that entangles her in everyone's dirty laundry--literally,Sue Grafton,1996,Fawcett Books,338.0,Fiction
0349105715,Complicity,"COMPLICITY n. 1. the fact of being an accomplice, esp. in a criminal act A few spliffs, a spot of mild S&M, phone through the copy for tomorrow's front page, catch up with the latest from your mystery source - could be big, could be very big - in fact, just a regular day at the office for free-wheeling, substance-abusing Cameron Colley, a fully paid-up Gonzo hack on an Edinburgh newspaper. The source is pretty thin, but Cameron senses a scoop and checks out a series of bizarre deaths from a few years ago - only to find that the police are checking out a series of bizarre deaths that are happening right now. And Cameron just might know more about it than he'd care to admit ... Involvement; connection; liability - Complicity is a stunting exploration of the morality of greed, corruption and violence, venturing fearlessly into the darker recesses of human purpose.",Iain Banks,1994,Little Brown,326.0,Fiction
0671003755,She's Come Undone,"Thirteen-year-old Dolores Price ""spends most of her time eating and in front of the TV, but changes her attitude when she enters womanhood at 257 pounds.""",Wally Lamb,1996-12,Simon and Schuster,512.0,Fiction
080410753X,The Kitchen God's Wife,An absorbing narrative of Winnie Louie's life.,Amy Tan,1991,"Random House Digital, Inc.",546.0,Fiction
0553579606,Ashes to Ashes,"Former FBI agent turned victim/witness advocate, she cannot tell if the reluctant witness is a potential victim or something more troubling. Trying to stop a serial killer.",Tami Hoag,2000,Bantam,594.0,Fiction
0590477455,Return of the Mummy,"Gabe and his obnoxious cousin, Sari, return to Egypt where the mummified body of an Egyptian prince lives--and breathes.",R. L. Stine,1994,,148.0,Juvenile Fiction
0552146986,Inconceivable,"Sam and Lucy seem like the perfect couple. Successful, happy and in love. But life isn't that simple. Lucy thinks thinks Sam is a sad, cold sensitivity-exclusion zone who would rather read a newspaper than have an emotion. Sam thinks Lucy is blaming him because she can't walk past Mothercare without getting all teary. The problem is that they might be infertile. And in more ways than one. Lucy wants a baby. Sam wants to write a hit movie. And given that the average IVF cycle has about a one in five chance of going into full production, Lucy's chances of getting what she wants are considerably better than Sam's. What Sam and Lucy are about to go through is absolutely inconceivable. The question is, can their love survive? Or are the odds stacked against them once again?",Ben Elton,2000,Random House,372.0,Fiction
0743424107,Deadly Embrace,"A story taking place on either side of Lethal Seduction finds celebrity magazine writer Madison Castelli digging into her mob hitman father's past in order to discover the truth about her mother's death and encountering a vortex of greed, lust, and deception that threatens her life. Reprint.",Jackie Collins,2003-12-30,Simon and Schuster,580.0,Fiction
080411868X,"Welcome to the World, Baby Girl!","The author of Fried Green Tomatoes at the Whistle Stop Cafe returns with a heartwarming comic novel about America's most popular female newscaster, and the hometown that tells her story. Reprint.",Fannie Flagg,1999,"Random House Digital, Inc.",432.0,Fiction
0312966091,Three To Get Deadly,"Janet Evanovich's Stephanie Plum Novels Are ""Suspenseful.""---Los Angeles Times ""Terrific.""---San Francisco Chronicle ""Irresistible.""---Kirkus Reviews ""Thrilling.""---The Midwest Book Review ""Hilariously Funny.""---USA Today ""A blast of fresh air.""---The Washington Post ""Inventive and fast-paced.""---The San Diego Union-Tribune ""Superb.""---Detroit Free Press In Three to Get Deadly, a ""saintly"" old candy store owner is on the lam---and bounty hunter extraordinaire Stephanie Plum is on the case. As the body count rises, Stephanie finds herself dealing with dead drug dealers and slippery fugitives on the chase of her life. And with the help of eccentric friends and family, Steph must see to it that this case doesn't end up being her last. . . .",Janet Evanovich,1998-07-15,St. Martin's Paperbacks,358.0,Fiction
0440218667,The Select,"Quinn Cleary is smart, idealistic and poor. She's been accepted at The Ingraham, a prestigious medical school, where a select few receive the finest education free of charge. But something is terribly wrong at The Ingraham. Quinn notices subtle changes in the bright, hand-picked students. Then she stumbles upon the silent, staring patients in locked Ward C.",F. Paul Wilson,1995,Dell Publishing Company,410.0,Fiction
0449003981,A Patchwork Planet,"A NEW YORK TIMES NOTABLE BOOK • NEW YORK TIMES BESTSELLER • The beloved Pulitzer Prize–winning author tells the story of a lovable loser who's trying to get his life in order. Barnaby Gaitlin has been in trouble ever since adolescence. He had this habit of breaking into other people's houses. It wasn't the big loot he was after, like his teenage cohorts. It was just that he liked to read other people's mail, pore over their family photo albums, and appropriate a few of their precious mementos. But for eleven years now, he's been working steadily for Rent-a-Back, renting his back to old folks and shut-ins who can't move their own porch furniture or bring the Christmas tree down from the attic. At last, his life seems to be on an even keel. Still, the Gaitlins (of ""old"" Baltimore) cannot forget the price they paid for buying off Barnaby's former victims. And his ex-wife would just as soon he didn't show up ever to visit their little girl, Opal. Even the nice, steady woman (his guardian angel?) who seems to have designs on him doesn't fully trust him, it develops, when the chips are down, and it looks as though his world may fall apart again. There is no one like Anne Tyler, with her sharp, funny, tender perceptions about how human beings navigate on a puzzling planet, and she keeps us enthralled from start to finish in this delicious new novel.",Anne Tyler,1999-02-22,Vintage,308.0,Fiction
0399150560,Blindside,"In the wake of a series of kidnapping attempts, Savich, Sherlock, and FBI agent Miles Kettering--whose six-year-old son was one of the attempted victims--trace leads to a charismatic evangelist team.",Catherine Coulter,2003,Putnam Adult,390.0,Fiction
0451192613,Irresistible Impulse,"A novel on stalked women and the people who protect them. The heroes are a married couple, Butch Carp and Marlene Ciampi of New York, he a lawyer trying to put behind bars a stalker and killer, she running an agency that provides protection.",Robert Tanenbaum,1998,Signet Book,452.0,Fiction
0553572997,The Alienist,"In 1896 New York, psychologist--or in period terminology, an alienist--Laszlo Kreizler joins forces with journalist John Schuyler Moore to track a vicious serial killer.",Caleb Carr,1995,Bantam,612.0,Fiction
0449206610,The Brotherhood of the Rose,"""Riveting...Crackling...It really moves."" WASHINGTON POST BOOK WORLD They were orphans, Chris and Saul--raised in a Philadelphia school for boys, bonded by friendship, and devoted to a mysterious man called Eliot. He visited them and brought them candy. He treated them like sons. He trained them to be assassins. Now he is trying desperately to have them killed. Spanning the globe, here is an astonishing novel of fierce loyalty and violent betrayal, of murders planned and coolly executed, of revenge bitterly, urgently desired.",David Morrell,1984-12-12,Fawcett,386.0,Fiction
0385315236,The Horse Whisperer,"His name is Tom Booker. His voice can calm wild horses, his touch can heal broken spirits.",Nicholas Evans,1995,,464.0,Fiction
0385335210,Moon Women,"In the lush North Carolina foothills, the Moon women have put down roots: matriarch Marvelle Moon, who’s losing her grip on the world after more than eighty years of life; her daughters, Ruth Ann and Cassandra; and Ruth Ann’s nineteen-year-old daughter, Ashley, fresh out of rehab, unmarried, and three months pregnant. Despite Ruth Ann’s best efforts to live a life that’s all her own, her family is coming together around her. Marvelle and Ashley need a place to live and Ruth Ann is unable to turn them away; and her womanizing ex-husband has been coming around again, dredging up the past. Now a flurry of outbursts, emotions, and outrages is shattering Ruth Ann’s separate peace. For here is Ashley, who has spent nineteen years running furiously away from home, now finding herself on a strange journey with her unraveling grandmother. And here is Cassandra, protected by layers of obesity and loneliness, wondering how to put magic back in her life. And Marvelle, slowly losing touch with reality, privately contemplating the story of her life and the secret that would change everything for everyone—if they only knew.... By turns fierce and tender, harrowing and heartbreaking, Moon Women resonates with emotional power, holding us captive under its beguiling spell.",Pamela Duncan,2002-04-30,Dial Press Trade Paperback,386.0,Fiction
0671042491,Springwater Wedding,"Two childhood sweethearts rekindle a long-ago passion in Springwater, a place they will always call home.",Linda Lael Miller,2002,,0.0,Fiction
0140255125,The Woman Who Walked into Doors,"“This unflinching novel chronicles a woman’s relationship with a violent man in a way that brings fresh insight to the subject . . . engaging and uplifting.” —O, The Oprah Magazine From Roddy Doyle, Booker Prize-winning author of The Women Behind the Door, the heartrending origin story of Paula Spencer, a brave and tenacious housewife Paula Spencer is a thirty-nine-year-old mother of four, a blue-collar worker, an alcoholic in recovery—or maybe not. Then one day a police officer knocks on her door. From the look on his face, she can tell it’s not good news. His revelation takes Paula back to the past, to her contented childhood, the audacity she learned as a teenager, the exhilaration of her romance with her husband Charlo, and the violent marriage to him that left her powerless. Now, as she struggles to reclaim her dignity from the abuse that left her with scars and a worsening drinking problem, this new revelation threatens to shatter the fragile peace she’s built for herself and drag her back down the dark paths she thought she’d left behind. Capturing both her vulnerability and strength, Roddy Doyle gives Paula a voice that is singular and real, the story of an ordinary woman whose extraordinary character will stay with you long after this novel and into the subsequent books in his trilogy, Paula Spencer and The Women Behind the Door.",Roddy Doyle,1997-01-01,Penguin,244.0,Fiction
0385720106,A Map of the World,"NATIONAL BESTSELLER • From the author of the widely acclaimed The Book of Ruth comes a harrowing, heartbreaking drama about a rural American family and a disastrous event that forever changes their lives. ""It takes a writer of rare power and discipline to carry off an achievement like A Map of the World. Hamilton proves here that she is one of the best."" —Newsweek The Goodwins, Howard, Alice, and their little girls, Emma and Claire, live on a dairy farm in Wisconsin. Although suspiciously regarded by their neighbors as ""that hippie couple"" because of their well-educated, urban background, Howard and Alice believe they have found a source of emotional strength in the farm, he tending the barn while Alice works as a nurse in the local elementary school. But their peaceful life is shattered one day when a neighbor's two-year-old daughter drowns in the Goodwins' pond while under Alice's care. Tormented by the accident, Alice descends even further into darkness when she is accused of sexually abusing a student at the elementary school. Soon, Alice is arrested, incarcerated, and as good as convicted in the eyes of a suspicious community. As a child, Alice designed her own map of the world to find her bearings. Now, as an adult, she must find her way again, through a maze of lies, doubt and ill will. A vivid human drama of guilt and betrayal, A Map of the World chronicles the intricate geographies of the human heart and all its mysterious, uncharted terrain. The result is a piercing drama about family bonds and a disappearing rural American life.",Jane Hamilton,1999-12-03,Anchor,401.0,Fiction
038075911X,The Black Lyon,"A Classic Love Story of a Fearless Lord and the Woman Who Tamed Him Darkly handsome and rich beyond imagining, the bold English conqueror was called “the Black Lyon” for his lionlike ferocity. He had no match among enemies, or women . . . until he met Lyonene, the green-eyed beauty whose fiery spirit equaled his own. Through a whirlwind romance and stormy marriage, she endured every peril to be by his side, until vicious lies and jealousy drove her into danger. Now only the fierce Black Lyon can save her—for he alone has the courage to destroy the ruthless plot threatening to shatter the bond of love the Lyon and his lady vowed would never be broken . . .",Jude Deveraux,2011-09-27,Avon,292.0,Fiction
0553272055,Call Me Anna,"The Star: The public saw her as a gifted child star: the youngest actor to win an Oscar for her role as Helen Keller in The Miracle Worker and the youngest actor to have a prime-time television series bearing her own name. The Nightmare: What the public did not see was Anna Marie Duke, a young girl whose life changed forever at age seven when tyrannical mangers stripped her of nearly all that was familiar, beginning with her name. She was deprived of family and friends. Her every word was programmed, her every action monitored and criticized. She was fed liquor and prescription drugs, taught to lie to get work, and relentlessly drilled to win roles. The Legend: Out of this nightmare emerged Patty Duke, a show business legend still searching for the child, Anna. She won three Emmy Awards and divorced three husbands. A starring role in Valley of the Dolls nearly ruined her career. She was notorious for wild spending sprees, turbulent liaisons, and an uncontrollable temper. Until a long hidden illness was diagnosed, and her amazing recovery recovery began. The Triumph: Call Me Anna is an American success story that grew out of a bizarre and desperate struggle for survival. A harrowing, ultimately triumphant story told by Patty Duke herself—wife, mother, political activist, President of the Screen Actors Guild, and at last, a happy, fulfilled woman whose miracle is her own life.",Patty Duke,1988-05-01,Bantam,337.0,Biography & Autobiography
0786890037,Silent Joe,"Scarred for life by a brutal father, Joe Trona found a safe haven and a loving childhood in the home of the couple who adopted him. Now he spends his days as a deputy for the Orange County sheriff's department and his nights as a driver and aide to Will Trona, the influential politician who rescued him from the Hillside Children's Home. An expert in firearms and the martial arts, Joe has been backing Will up for a long time. Still, his skill isn't enough to keep Will alive, and when his father is killed right in front of Joe's eyes, the young deputy vows to avenge him. But first he must find out how the kidnapping of a tycoon's daughter, a scam to line the pockets of Will Trona's political enemies, the murder of two Guatemalan immigrants, the unholy activities of a charismatic minister who's a close friend of the Trona family, and the strange alliance of two rival L.A. gangs are connected to Will's death. Every secret Joe uncovers leads deeper into his beloved father's murky past and ultimately his own. But the reader stays right with this extraordinary man as he battles his demons and ultimately vanquishes them. Author T. Jefferson Parker (The Blue Hour, Red Light, Laguna Heat) is one of the best thriller writers working today. Fans of Michael Connelly and DennisLehane--and Raymond Chandler, for that matter--will appreciate Parker's abilityto create a complex, fascinating, and fully realized hero whose inner reality is brilliantly revealed by his actions. Will Trona is an equally intriguing invention; while ultimately he is an enigma, we remain convinced that he is worthy of his son's devotion. Silent Joe is a mindful, intelligent novel you can't put down. It should break Parker out withthe really big boys of mystery fiction, the million-sellers with the marquee names. In fact, he's a much better writer than most of them, and unlike many, he never tells the same story twice. --Jane Adams",T. Jefferson Parker,2002-04-01,Hyperion,0.0,Fiction
0804119511,What to Do about Annie?,"""After winning awards for her delightful historical romances, author Millie Criswell has now turned her talents to contemporary fiction, whipping up delicious confections of romantic mischief filled with refreshing wit and charm. In What to do About Annie?"" a provocative game of revenge turns into a most unexpected date with destiny. WHAT TO DO ABOUT ANNIE? She's outspoken and outrageous. She's tired of swimming in the dating pool. And most of all, Annie Goldman has played bridesmaid for the last time. Of course no one would ever suspect that she still carries a torch for Joe Russo. Fourteen years ago, Joe ruined her with seductive promises of love and a future. That was right before he became a priest. But seeing Joe at her best friend's wedding makes Annie realize: it's time to forget Father What-A-Waste and grow up. Even as a teenager, Annie had a body made for sin. And young Joe had been willing to break a few commandments. Now, more than a decade later, Joe is ready to quit the priesthood and is prepared to face the delectable woman he tried to pray out of his system. He wants her forgiveness-what he gets is an unholy torture that's impossible to resist . . .",Millie Criswell,2001,,340.0,Fiction
0449217493,Caribbean,"""A grand epic."" THE CLEVELAND PLAIN DEALER Master storyteller James A. Michener sweeps us off to the Caribbean, with a magnificent novel that captures the eternal allure of that glittering string of islands and their tumultuous history. Beginning in 1310 and continuing through Columbus's arrival and the bloody slave revolt of Haiti to the rise of Castro, CARIBBEAN carries us through 700 dramatic years in a tale teeming with revolution and romance, slavery and superstition, heartfelt characters and thunderous destinies. A Dual Main Slection of the Book-of-the-Month Club",James Albert Michener,1991,Fawcett,687.0,Fiction
0671003682,Frasier,"A guide to the television series includes profiles of the characters, biographies of cast members, the plot of every episode, and trivia questions",Jefferson Graham,1996,,276.0,Frasier (Television program).
0553262580,The God Project,"“[John] Saul has the instincts of a natural storyteller.”—People Something is happening to the children of Eastbury, Massachusetts. Something that causes healthy babies to turn cold in their cribs. Something that strikes at the heart of every parent’s darkest fears. Something is taking the children one by one. Now, an entire town waits on the edge of panic for the next nightmare. there must be a reason for the terror. They all know it. But no one ever suspected . . .",John Saul,1983-05-01,Bantam,385.0,Fiction
042510107X,Red Storm Rising,"From the author of the Jack Ryan series comes an electrifying #1 New York Times bestseller—a standalone military thriller that envisions World War 3... A chillingly authentic vision of modern war, Red Storm Rising is as powerful as it is ambitious. Using the latest advancements in military technology, the world's superpowers battle on land, sea, and air for ultimate global control. It is a story you will never forget. Hard-hitting. Suspenseful. And frighteningly real. “Harrowing...tense...a chilling ring of truth.”—TIME",Tom Clancy,1987-07-01,Penguin,740.0,Fiction
039915079X,The Teeth of the Tiger,"The first is Dominic Caruso, a rookie FBI agent, barely a year out of Quantico, whose decisive actions resolve a particularly brutal kidnap/murder case. The second is Carusos brother, Brian, a Marine captain just back from his first combat action in Afghanistan, and already a man to watch. And the third is their cousin ... a young man named Jack Ryan, Jr.",Tom Clancy,2003,Putnam Adult,456.0,Fiction
0688150896,The Tenth Justice,"When Ben Addison, a new clerk for a Supreme Court justice, makes an error in judgement that leaves him open to blackmail, he turns for help to Lisa, a fellow clerk, and his housemates, who work in the State Department, a senator's office, and a Washington newspaper",Brad Meltzer,1997,William Morrow & Company,389.0,Fiction
0671042440,Bridget,First in the heartwarming frontier series of The Women of Primrose Creek.,Linda Lael Miller,2000,Pocket Books,164.0,Fiction
055356045X,Temperatures Rising,"Darkly handsome with an arrogant edge, architectural engineer Scout Ritland is the kind of American man who spells trouble. Chantal duPont should know, for she has experienced the best and worst of the country and its people—including one who broke her heart. Yet here she is, home on sultry Parrish Island, putting herself in the way of another bold Yankee. This time, however, it’s for a good cause: Scout is the one man who can help her village, and she’s not about to let him get the better of her—no matter how much she may want to. Fresh from completing his work on the island’s new luxury resort, Scout’s ready for a little recreation—though being kidnapped and shot isn’t on his agenda. But when he catches sight of an exotic beauty with electric blue eyes, events quickly spin out of control. Scout should be outraged to find himself held captive, but an abductor as alluring as Chantal makes it hard to stay angry. Soon Scout is swept up by Chantal’s need to help her people—and the role he is to play in her ambitious plan. With each passing day, the work and the woman present him with challenges he could never find at home. But as the project progresses, intrigue and adventure burn hotter than the island’s volcano—and two people who have met their match in each other face a future that could tear them apart....",Sandra Brown,1993-02-01,Bantam,242.0,Fiction
1565999916,Revolution in World Missions,Do you long to let go of selfcenteredness and be more eternally minded Do you desire to make a difference in the lost world but arenrsquo;t sure how to go about it Based on the testimony of thousands who have read Revolution in World Missions this gripping message can radically change your life.In this exciting and fastmoving narrative K.P. Yohannan shares how God brought him from his remote Indian village to become the founder of Gospel for Asia. Drawing from fascinating true stories and eyeopening statistics K.P. challenges Christians to examine and change their lifestyles in view of millions who have never heard the Gospel.,K. P. Yohannan,2001,Acw Press,212.0,Religion
0553274848,Life After Life,"In this fascinating book, Moody reveals his groundbreaking study of more than 100 people who experienced ""clinical death""--and were revived. Their amazing testimonies and surprising descriptions will intrigue and offer strong reassurance to anyone who has wondered ""what comes next"".",Raymond A. Moody,1976,Bantam,212.0,"Body, Mind & Spirit"
0451523105,One Day in the Life of Ivan Denisovich,"A masterpiece of modern Russian fiction, this novel is one of the most significant and outspoken literary documents ever to come out of Soviet Russia. A brutal depiction of life in a Stalinist camp and a moving tribute to man's triumph of will over relentless dehumanization, this is Solzhenitsyn's first novel to win international acclaim. Introduction by renowned poet Yevgeny Yevtushenko. Copyright © Libri GmbH. All rights reserved.",Aleksandr Isaevich Solzhenit︠s︡yn,1963,Signet Classic,0.0,Communism
0553582755,One Door Away from Heaven,"When Micky Bellsong encounters disabled Leilani Klonk and her stepfather, Preston Maddoc, she finally finds some purpose in her troubled life, so when the family disappears, Micky embarks on an arduous mission to find them.",Dean Ray Koontz,2001,Bantam,724.0,Fiction
0679448594,Primary Colors,"A brilliant and penetrating look behind the scenes of modern American politics, Primary Colors is a funny, wise, and dramatic story with characters and events that resemble some familiar, real-life figures. When a former congressional aide becomes part of the staff of the governor of a small Southern state, he watches in horror, admiration, and amazement, as the governor mixes calculation and sincerity in his not-so-above-board campaign for the presidency.",Joe Klein,1996,Random House (NY),398.0,Fiction
0671042572,Jewel,A mother fights for the dignity of her youngest daughter against the backdrop of a pure and simple way of life in the backwoods of Mississippi in 1943.,Bret Lott,1991,,564.0,Fiction
0812570219,Cat in a Midnight Choir,"Midnight Louie, black cat detective, is hunting a mysterious organization of renegade magicians called the Synth. In this, the fourteenth Midnight Louie mystery, Louie’s daughter Midnight Louise--and some of her friends--join the nations number-one cat sleuth as he trails a Synth illusionist and her scheming Siamese assistant. While the felines battle black magic, Louie’s cherished roommate, the plucky PR freelancer Temple Barr, is investigating the Synth despite the discouragement of homicide lieutenant C.R. Molina--but Molina herself is secretly moonlighting as an undercover operative to nail the killer of a young stripper. The search has boiled down to two suspects: Temple’s current significant other and Molina’s ex-lover. As Louie and his human friends sink deeper into a lose-lose situation of crime and punishment, there doesn’t seem to be a way out... except another murder.",Carole Nelson Douglas,2003-05-18,Forge Books,416.0,Fiction
044661162X,Chasing the Dime,"The phone messages waiting for Henry Pierce clearly aren't for him: ""Where is Lilly? This is her number. It's on the site."" Pierce has just moved into a new apartment, and he's been ""chasing the dime""--doing all it takes so his company comes out first with a scientific breakthrough worth millions. But he can't get the messages for Lilly out of his head. As Pierce tries to help a woman he has never met, he steps into a world of escorts, websites, sex, and secret passions. A world where his success and expertise mean nothing...and where he becomes the chief suspect in a murder case, trapped in the fight of his life.",Michael Connelly,2003-09-01,Vision,448.0,Fiction
0373835396,Four in Hand,"Four In Hand by Stephanie Laurens released on Jun 24, 2002 is available now for purchase.",Stephanie Laurens,2002,Harlequin Books,314.0,Fiction
0345353145,Sphere,"""A page-turner...Chichton's writing is cinematic, with powerful visual images and nonstop action. This book should come with hot buttered popcorn."" NEWSWEEK A group of American scientists are rushed to a huge vessel that has been discovered resting on the ocean floor in the middle of the South Pacific. What they find defines their imaginations and mocks their attempts at logical explanation. It is a spaceship of phenomenal dimensions, apparently, undamaged by its fall from the sky. And, most startling, it appears to be at least three hundred years old.... ""The suspense is real."" THE NEW YORK TIMES BOOK REVIEW",Michael Crichton,1988,"Random House Digital, Inc.",386.0,Fiction
