ISBN,title,description,authors,publish_date,publisher,number_of_pages,subjects
0345408039,Cruel Justice,"""A thoroughly entertaining page-turner."" --Phillip Margolin Leeman Hayes, a black teenager in Tulsa, is accused of brutally murdering a young woman. As attorney Ben Kincaid struggles to pull together a defense, a young boy is falling into the clutches of a child molester. Ten-year-old Abie Rutherford, lonely and desperate for approval, thinks the handsome, smiling stranger in the baseball cap might be that friend he has longed for. When Abie Rutherford vanishes without a trace one hot summer day, Ben Kincaid, like everyone else in Tulsa, fears the worst. Then a bone-chilling discovery compels Ben to forge a link between the missing boy and the seemingly hopeless case of Leeman Hayes--thereby igniting the fuse for the most explosive courtroom case of Ben's career. ""An enthralling murder mystery . . . The ending is both surprising and explosive."" --The Sunday Oklahoman",William Bernhardt,1996-12-28,Ballantine Books,482.0,Fiction
0439282462,Your Daydreams and Doodles Journal,"Now doodlers can open their minds, because here's a spot where their imaginations can go wild! This is the perfect place for young daydreamers and doodlers to make their mark! It's packed full of colourful photo frames, fill-ins, postcards and more to let readers' imaginations ? and their urge to doodle ? go wild. Whether it's a sketch of their best friend, a birthday party planner, a design for their dream room, lists of their favourite songs or last night's puzzling dream, this book is the perfect place to start thinking . . . and doodling. Calling all doodlers ? sharpen your pencils and take off!","Laura Dower, Pablo Torrecilla",2001-04-01,Cartwheel Books,96.0,Juvenile Nonfiction
0553272535,Night,Winner of the 1986 Nobel Peace Prize.,Elie Wiesel,1982,Bantam,132.0,Biography & Autobiography
0515121843,Sea Swept,"The first novel in #1 New York Times bestselling author Nora Roberts' stunning Chesapeake Bay Saga, where the Quinn brothers must return to their family home on the Maryland shore, to honor their father's last request... A champion boat racer, Cameron Quinn traveled the world spending his winnings on champagne and women. But when his dying father calls him home to care for Seth, a troubled young boy not unlike Cameron once was, his life changes overnight. After years of independence, Cameron has to learn to live with his brothers again, while he struggles with cooking, cleaning, and caring for a difficult boy. Old rivalries and new resentments flare between Cameron and his brothers, but they try to put aside their differences for Seth’s sake. In the end, a social worker will decide Seth’s fate, and as tough as she is beautiful, she has the power to bring the Quinns together—or tear them apart... Don't miss the other books in the Chesapeake Bay Saga Rising Tides Inner Harbor Chesapeake Blue",Nora Roberts,1998-01-01,Penguin,356.0,Fiction
0140067477,The Tao of Pooh,"For Taoists everywhere, the New York Times bestseller from the author of The Te of Piglet. Happy 90th birthday (10/14/16), to one of the world's most beloved icons of literature, Winnie-the-Pooh! The how of Pooh? The Tao of who? The Tao of Pooh!?! In which it is revealed that one of the world's great Taoist masters isn't Chinese--or a venerable philosopher--but is in fact none other than that effortlessly calm, still, reflective bear. A. A. Milne's Winnie-the-Pooh! While Eeyore frets, and Piglet hesitates, and Rabbit calculates, and Owl pontificates, Pooh just is. And that's a clue to the secret wisdom of the Taoists.",Benjamin Hoff,1983,,180.0,Humor
1551668602,"First, Best and Only","First, Best And Only by Barbara Delinsky released on Aug 25, 2001 is available now for purchase.",Barbara Delinsky,2001,MIRA,260.0,Fiction
0446612790,2nd Chance,"The Women's Murder Club returns for another thrilling crime investigation. Will their skills be enough to take down a brutal madman? A brutal madman sprays bullets into a crowd of children leaving a San Francisco church. Miraculously-or was it intentionally?-only one person dies. Then an elderly black woman is hung. Police homicide inspector Lindsay Boxer senses a connection and together with medical examiner Claire, assistant D. A. Jill, and Chronicle reporter Cindy, finds a link that sends a chill through the entire nation. This killer's motives are unspeakable. In this ""inventive"" installment of the Women's Murder Club, James Patterson proves once again why he is the #1 master of the murder mystery (Sunday Times).",James Patterson,2003-02-01,Vision,436.0,Fiction
0152025057,Ginger Pye,The disappearance of a new puppy named Ginger and the appearance of a mysterious man in a mustard yellow hat bring excitement into the lives of the Pye children.,Eleanor Estes,2000-09,Sandpiper,306.0,Juvenile Fiction
0064407667,A Series of Unfortunate Events #1: The Bad Beginning,"Violet, Klaus, and Sunny Baudelaire are intelligent children. They are charming, and resourceful, and have pleasant facial features. Unfortunately, they are exceptionally unlucky. In the first two books alone, the three youngsters encounter a greedy and repulsive villain, itchy clothing, a disastrous fire, a plot to steal their fortune, a lumpy bed, a deadly serpent, a large brass reading lamp, a long knife, and a terrible odour. In the tradition of great storytellers, from Dickens to Dahl, comes an exquisitely dark comedy that is both literary and irreverent, hilarious and deftly crafted. Never before has a tale of three likeable and unfortunate children been quite so enchanting, or quite so uproariously unhappy. Ages 10+",Lemony Snicket,1999-08-25,Harper Collins,182.0,Juvenile Fiction
0345370805,How to Make an American Quilt,"Like the blocks of a quilt, several different tales are worked together to create a larger story of women's experiences in the twentieth century.",Whitney Otto,1992,"Random House Digital, Inc.",259.0,Fiction
0312979975,Fantasy Lover,Will the love of sex therapist Grace Alexander be enough to free love-slave Julian of Macedon from a two-thousand-year-old curse?,Sherrilyn Kenyon,2002-02-18,Macmillan,348.0,Fiction
0452267404,The Waste Lands,"Roland continues his quest for the Dark Tower, but he is no longer alone. He has trained Eddie and Susannah-who entered Mid-World from their separate whens in New York City in The Drawing of the Three-in the old ways of the gunslingers. But their ka-tet is not yet complete. Another must be drawn from New York into Mid-World, someone who has been there before, a boy who has died not once but twice, and yet still lives. The ka-tet, four who are bound together by fate, must travel far in this novel encountering not only the poisonous waste lands and the ravaged city of Lud that lies beyond, but also the rage of a train that might be their only means of escape.",Stephen King,1992,Plume Books,488.0,Fiction
1580082319,How Wal-Mart is Destroying America (and the World) and what You Can Do about it,"Looks at the ways that Wal-Mart, the large retail franchise, hurts vendors, undermines its employees, and destroys other businesses in small towns.",Bill Quinn,2000,,171.0,Business & Economics
0440241073,The Summons,"Once Judge Atlee was a powerful figure in Clanton, Mississippi--a pillar of the community who towered over local law and politics for forty years. Now the judge is a shadow of his former self, a sick, lonely old man who has withdrawn to his sprawling ancestral home. Knowing the end is near, Judge Atlee has issued a summons for his two sons to return to Clanton to discuss his estate. Ray Atlee is the eldest, a Virginia law professor, newly single and still enduring the aftershocks of a surprise divorce. Forrest is Ray’s younger brother, who redefines the notion of a family’s black sheep. The summons is typed by the judge himself, on his handsome old stationery, and gives the date and time for Ray and Forrest to appear in his study. Ray reluctantly heads south to his hometown, to the place where he grew up and now prefers to avoid. But the family meeting does not take place. The judge dies too soon, and in doing so leaves behind a shocking secret known only to Ray. And perhaps someone else. From the Paperback edition.",John Grisham,2003,Dell,386.0,Fiction
0688066631,James Clavell's Whirlwind,"Iran, during the revolution of 1979, is a dangerous place for the helicopter pilots of Noble House and their women.",James Clavell,1986,,1178.0,Adventure fiction
0425162397,Goose in the Pond,"Benni Harper, the sleuth whose crime-solving talents are as colorful and complex as the patchwork she loves, faces her most perplexing case yet as she tries to find out who killed the library storyteller, who was found facedown in the lake",Earlene Fowler,1998,Berkley,305.0,Fiction
0804115400,The Face-Changers,"Jane Whitefield, legendary half-Indian shadow guide who spirits hunted people away from certain death, has never had a client like Dr. Richard Dahlman. A famous plastic surgeon who has dedicated his life to healing, the good doctor hasn't a clue why stalkers are out for his blood. But he knows Jane Whitefield's name--and that she is his only hope. Once again Jane performs her magic, leading Dahlman in a nightmare flight across America, only a heartbeat ahead of pursuers whose leader is a dead ringer for Jane: a raven-haired beauty who has stolen her name, reputation, and techniques--not to save lives, but to destroy them. . . .",Thomas Perry,1999-03-29,Ivy Books,433.0,Fiction
0747257833,Perfect Timing,"Love is always just around the corner in a Jill Mansell novel - with a few surprises and a lot of humour on the way to happiness Poppy Dunbar is out on her hen night when she meets Tom Kennedy. With his dark eyes and quirky smile, he could lure any girl off the straight and narrow, but what really draws Poppy to him is the feeling that she's known him all her life. She can't go through with the meeting they arrange - but she can't go through with the wedding either. Suddenly notorious as 'The Girl Who Jilted Rob Macbride', Poppy moves to London. Soon she's installed in the bohemian household of Caspar French, a ravishingly good-looking young artist with a reputation for breaking hearts. But even in her colourful new home, Poppy can't get Tom off her mind. Until she's tracked him down, she'll never know if their meeting was destiny - or if the future holds something entirely different for her...",Jill Mansell,1997,Headline Book Pub Limited,406.0,Fiction
0380977257,The Present,"This Christmas, open THE PRESENT! The irrepressible Malorys are back in a poignant and unforgettable Yuletide tale that will add joy to the season. As the family meets at Haverston to celebrate the holidays all is not well among husbands, wives and longtime lovers. But a mysterious gift arrives that will affect the lives of everyone present: an old journal that chronicles the love affair between Christopher Malory, the first Marquis of Haverston, and a darkly exotic beauty named Anastasia--proving a longheld family suspicion that the Malorys indeed have gypsy blood. In the witty and wonderful story of the blooming of Anna and Christopher's remarkable romance are powerful lessons that will enrich the hearts of their descendants in a glorious season of love and giving.",Johanna Lindsey,1998-11-01,William Morrow,234.0,Fiction
068484477X,Stones from the River,"From the acclaimed author of Floating in My Mother’s Palm and Children and Fire, a stunning story about ordinary people living in extraordinary times—“epic, daring, magnificent, the product of a defining and mesmerizing vision” (Los Angeles Times). Trudi Montag is a Zwerg—a dwarf—short, undesirable, different, the voice of anyone who has ever tried to fit in. Eventually she learns that being different is a secret that all humans share—from her mother who flees into madness, to her friend Georg whose parents pretend he’s a girl, to the Jews Trudi harbors in her cellar. Ursula Hegi brings us a timeless and unforgettable story in Trudi and a small town, weaving together a profound tapestry of emotional power, humanity, and truth.",Ursula Hegi,1997-03-01,Simon & Schuster,534.0,Fiction
0446604801,Jack & Jill,"Join Alex Cross in a heart-stopping thrill ride as he pieces together the clues of two gruesome murders. Will he find the killers in time? In the middle of the night, a controversial U.S. senator is found murdered in bed in his Georgetown pied-a-terre. The police turn up only one clue: a mysterious rhyme signed ""Jack and Jill"" promising that this is just the beginning. Jack and Jill are out to get the rich and famous, and they will stop at nothing until their fiendish plan is carried out. Meanwhile, Washington, D. C. homicide detective Alex Cross is called to a murder scene only blocks from his house, far from the corridors of power where he spends his days. The victim: a beautiful little girl, savagely beaten and deposited in front of the elementary school Cross's son attends. No one in Washington is safe-not children, not politicians, not even the President of the United States. Only Alex Cross has the skills and the courage to crack the case, but will he discover the truth in time? A relentless roller coaster of heart-pounding suspense and jolting plot twists, Jack and Jill proves that no one can write a more compelling thriller than James Patterson, the master of the nonstop nightmare.",James Patterson,1997-11-01,Vision,480.0,Fiction
0553560700,Acts of Faith,"They met as children, innocents from two different worlds. And from that moment their lives were fated to be forever entwined. Timothy : Abandoned at birth, he finds a home--and a dazzling career--within the Catholic Church. But the vows he takes cannot protect him from one soul-igniting passion. Daniel : The scholarly son of a great rabbi, he is destined to follow in his father's footsteps. And destined to break his father's heart. Deborah : She was raised to be docile and dutiful--the perfect rabbi's wife--but love will lead her to rebellion. And into world's the patriarch would never dare imagine. Reaching across more than a quarter of a century, from the tough streets of Brooklyn to ultramodern Brasilia to an Israeli kibbutz, and radiating the splendor of two holy cities, Rome and Jerusalem, here is Erich Segal's most provocative and ambitious novel to date--the unforgettable story of three extraordinary lives...and one forbidden love.",Erich Segal,1993-03-01,Bantam,561.0,Fiction
1551669250,West of Bliss,"A going-away party for Eulilly and Chet Tomlinson at a restaurant is interrupted by a workplace shooting. Former Secret Service agent Chet shoots the gunman and the case is chalked up to a disgruntled restaurant employee. But David Hendrickson, Hannah Garvey, and the senior sleuths of the Valhalla Springs retirement community think the incident it too cut-and-dry. (July)",Suzann Ledbetter,2002,MIRA,392.0,Fiction
055314717X,Colorado!,"As the Civil War approaches, General Lee Blake gambles his very life in an effort to keep Colorado in the Union.",Dana Fuller Ross,1981,,388.0,Colorado
0156004801,All the King's Men,Character study of a Southern demagogue whose career follows in some respects as that of Huey Long.,Robert Penn Warren,1996,Houghton Mifflin Harcourt,676.0,Fiction
0786915749,Dragons of Autumn Twilight,"This Dungeons & Dragons-inspired fantasy adventure is the first installment in the beloved Dragonlance Chronicles, set in the magical world of Krynn Once merely creatures of legend, the dragons have returned to Krynn. But with their arrival comes the departure of the old gods—and all healing magic. As war threatens to engulf the land, lifelong friends reunite for an adventure that will change their lives and shape their world forever . . . When Tanis, Sturm, Caramon, Raistlin, Flint, and Tasslehoff see a woman use a blue crystal staff to heal a villager, they wonder if it's a sign the gods have not abandoned them after all. Fueled by this glimmer of hope, the Companions band together to uncover the truth behind the gods' absence—though they aren't the only ones with an interest in the staff. The Seekers, a new religious order, wants the artifact for their own ends, believing it will help them replace the gods and overtake the continent of Ansalon. Now, the Companions must assume the unlikely roles of heroes if they hope to prevent the staff from falling into the hands of darkness. Dragons of Autumn Twilight is the first book in the Dragonlance Chronicles.","Margaret Weis, Tracy Hickman",2000-02-01,National Geographic Books,0.0,Fiction
0375703063,A Virtuous Woman,"When Blinking Jack Stokes met Ruby Pitt Woodrow, she was twenty and he was forty. She was the carefully raised daughter of Carolina gentry and he was a skinny tenant farmer who had never owned anything in his life. She was newly widowed after a disastrous marriage to a brutal drifter. He had never asked a woman to do more than help him hitch a mule. They didn't fall in love so much as they simply found each other and held on for dear life. Kaye Gibbons's first novel, Ellen Foster, won the Sue Kaufman Prize for First Fiction from the American Academy and Institute of Arts and Letters and the praise of writers from Walker Percy to Eudora Welty. In A Virtuous Woman, Gibbons transcends her early promise, creating a multilayered and indelibly convincing portrait of two seemingly ill-matched people who somehow miraculously make a marriage.",Kaye Gibbons,1990,Vintage,180.0,Fiction
0767905180,Jemima J,"Jemima Jones is overweight. About one hundred pounds overweight. Treated like a maid by her thin and social-climbing roommates, and lorded over by the beautiful Geraldine (less talented but better paid) at the Kilburn Herald, Jemima finds that her only consolation is food. Add to this her passion for her charming, sexy, and unobtainable colleague Ben, and Jemima knows her life is in need of a serious change. When she meets Brad, an eligible California hunk, over the Internet, she has the perfect opportunity to reinvent herself–as JJ, the slim, beautiful, gym-obsessed glamour girl. But when her long-distance Romeo demands that they meet, she must conquer her food addiction to become the bone-thin model of her e-mails–no small feat. With a fast-paced plot that never quits and a surprise ending no reader will see coming, Jemima J is the chronicle of one woman's quest to become the woman she's always wanted to be, learning along the way a host of lessons about attraction, addiction, the meaning of true love, and, ultimately, who she really is.",Jane Green,2001-06-05,Crown,386.0,Fiction
052594558X,Bad Boy,Best friends Tracie and Jonny meet for coffee each Sunday to discuss their love lives. Tracie gives Jonny a makeover and Jonny quickly becomes a heartbreaker. But then Tracie realizes she just might be in love with him.,Olivia Goldsmith,2001,Dutton Adult,348.0,Fiction
1555837336,Screening Party,"Dennis Hensley, the author of the best-selling Misadventures in the (213) has been getting together with a group of his friends for years to watch and crack wise about such films as Taxi Driver, Pretty Woman, A Star is Born, Armageddon, Saturday Night Fever, Basic Instinct and many more. Affectionately scathing, hilarious and revealing, this fresh and funny look at everyone's favourite movies simultaneously celebrates and puts them in their place.",Dennis Hensley,2002,,0.0,Fiction
0553577808,,,,,,,
0515131229,Dance Upon the Air,"#1 New York Times bestselling author Nora Roberts—hailed by Publishers Weekly as “a storyteller of immeasurable diversity and talent”—presents the first book in a trilogy about friendship, fate, and the mysterious ways of the heart. When Nell Channing arrives on charming Three Sisters Island, she believes that she’s finally found refuge from her abusive husband—and from the terrifying life she fled so desperately eight months ago… But even in this quiet, peaceful place, Nell never feels entirely at ease. Careful to conceal her true identity, she takes a job as a cook at the local bookstore café—and begins to explore her feelings for the island sheriff, Zack Todd. But there is a part of herself she can never reveal to him, for she must continue to guard her secrets if she wants to keep the past at bay. One careless word, one misplaced confidence, and the new life she’s so carefully created could shatter completely. Just as Nell starts to wonder if she’ll ever be able to break free of her fear, she realizes that the island suffers under a terrible curse—one that can only be broken by the descendants of the Three Sisters, the witches who settled the island back in 1692. And now, with the help of two other strong, gifted women—and the nightmares of the past haunting her every step—she must find the power to save her home, her love, and herself. Don’t miss the other books in the Three Sisters Island Trilogy Heaven and Earth Face the Fire",Nora Roberts,2001-06-01,Penguin,401.0,Fiction
0812545508,Prince Ombra,"Eight-year-old Bentley--baseball fan and television addict--finds that his destiny is to battle Prince Ombra, the archdemon, in a duel of devout magic against black for the fate of all humankind",Roderick MacLeish,1983-12-01,Tor Books,379.0,Juvenile Fiction
0345443284,While I Was Gone,"“Riveting . . . While I Was Gone [celebrates] what is impulsive in human nature.” –The New York Times “Miller weaves her themes of secrecy, betrayal, and forgiveness into a narrative that shines.” –Time Jo Becker has every reason to be content. She has three dynamic daughters, a loving marriage, and a rewarding career. But she feels a sense of unease. Then an old housemate reappears, sending Jo back to a distant past when she lived in a communal house in Cambridge, Massachusetts. Drawn deeper into her memories of that fateful summer in 1968, Jo begins to obsess about the person she once was. As she is pulled farther from her present life, her husband, and her world, Jo struggles against becoming enveloped by her past and its dark secret. “[While I Was Gone] swoops gracefully between the past and the present, between a woman’s complex feelings about her husband and her equally complex fantasies–and fears–about another man. . . . [Miller writes] well about the trials of faith.” –The New York Times Book Review “Quietly gripping . . . Jo shines steadily as the flawed and thoroughly modern heroine. As in her 1986 novel, The Good Mother, Miller shows how impulses can fracture the family.” –USA Today “Marvelous . . . poignant . . . powerful.” –Seattle Times/Post Intelligencer",Sue Miller,2000-05-12,Ballantine Books,306.0,Fiction
0425163407,Unnatural Exposure,A novel about a murder investigation involving a killer who uses the Internet to contact his pursuer.,Patricia Daniels Cornwell,1997,Berkley Publishing Group,390.0,Fiction
0380710218,Postmortem,Dr Kay Scarpetta uses forensic medicine to try to catch the killer of five young women.,Patricia Daniels Cornwell,1991,,356.0,Fiction
0553561618,Dark Paradise,"“Without a doubt . . . one of the most intense suspense writers around.”—Chicago Tribune New Eden, Montana, is a piece of heaven on earth where one woman died in her own private hell. Now it’s up to ex-court reporter Marilee Jennings to decipher the puzzle of her best friend’s death. But someone has a stake in silencing her suspicion. Someone with secrets worth killing for—and the power to turn this beautiful haven into a . . . dark paradise And as Mari digs deeper beneath New Eden’s picture-perfect exterior, finding the truth is suddenly no longer a matter of justice. It’s her only hope of staying alive.",Tami Hoag,1994-03-01,Bantam,546.0,Fiction
0451406095,Before He Wakes,"The case of a wealthy North Carolina woman who, after leading a life of deceit, is finally brought to trial for murdering her husband.",Jerry Bledsoe,1996,Onyx,462.0,Fiction
0060196246,Wild Justice,"Seven years ago, Phillip Margolin seized the imagination of thriller readers everywhere with his chilling breakout bestseller, Gone, but Not Forgotten. After five subsequent New York Times bestsellers, Margolin now returns to the haunting terrain of Gone, but Not Forgotten with a mesmerizing tour de force of psychological suspense, an electrifying tale of revenge and retribution that shows a master storyteller at the very peak of his craft. Thursday: Subject is still combative after four days of applied pain, sleep deprivation and minimal food. Vice squad detective Bobby Vasquez, for months on the trail of a slippery underworld figure, receives an anonymous tip that directs him to a mountain cabin. He races through the idyllic Oregon woods, expecting to close the book on a long-standing vendetta. What he finds instead opens a Pandora's box of horror that will haunt him to his dying day. 8:10: Subject bound and gaffed and placed in upstairs closet at end of hall. Turned out lights in house, drove off, then parked and doubled back. Watched from woods. Within hours, Vincent Cordoni -- a brilliant surgeon with a history of violence and drug abuse -- is arrested for a heinous crime. Facing a seemingly insurmountable wall of evidence, he turns to Portland's top criminal defense attorney, Frank Jaffe-who, along with his ambitious daughter, Amanda, must put on an inspired defense. Amanda's first taste of criminal defense work is as intoxicating as it is chilling, but it raises moral questions she's loath to address. Is she defending an innocent man? Or is she using her considerable skills to set a monster free? Then Cardoni disappears under bizarre circumstances. Four years later, a second set of murders has begun .... 8:55: Subject exits house, naked and barefoot, armed with kitchen knife. Remarkable strength of character. Breaking her will be a challenge. Has Cardoni resurfaced to ply his deadly trade anew? Is there a copycat killer? Or has the real killer been someone else all along? The police will do everything they can to stop Cardoni -- but they have to find him first. Following a twisting trail of clues, including a harrowing diary that clinically records the killer's horrible deeds, Amanda Jaffe and Bobby Vasquez join the hunt-and themselves become targets of the twenty-first century's first genuinely monstrous psychopath.",Phillip Margolin,2000-08-22,Harper,398.0,Fiction
0345339681,"The Hobbit, Or, There and Back Again","Bilbo Baggins, a respectable, well-to-do hobbit, lives comfortably in his hobbit-hole until the day the wandering wizard Gandalf chooses him to take part in an adventure from which he may never return.",John Ronald Reuel Tolkien,1990,,133.0,Middle Earth (Imaginary place)
0553279912,"""A"" is for Alibi",A woman wrongly convicted of murdering her husband hires private detective Kinsey Millhone to find the real killer.,Sue Grafton,1987,Crimeline,232.0,Fiction
0515119520,Come to Grief,"The one-handed former jockey, Sid Halley, hunts for the man who mutilates ponies by amputating their hooves, and discovers the suspect is former jockey Ellis Quint. What's more, Quint has powerful interests on his side and they are out to get Halley. By the author of Whip Hand.",Dick Francis,1996,Jove Books,0.0,Detective and mystery stories
0553277537,Dandelion Wine,"The summer of '28 was a vintage season for a growing boy. A summer of green apple trees, mowed lawns, and new sneakers. Of half-burnt firecrackers, of gathering dandelions, of Grandma's belly-busting dinner. It was a summer of sorrows and marvels and gold-fuzzed bees. A magical, timeless summer in the life of a twelve-year-old boy named Douglas Spaulding—remembered forever by the incomparable Ray Bradbury. The only god living in Green Town, Illinois, that Douglas Spaulding knew of. The facts about John Huff, aged twelve, are simple and soon stated. • He could pathfind more trails than any Choctaw or Cherokee since time began. • Could leap from the sky like a chimpanzee from a vine. • Could live underwater two minutes and slide fifty yards downstream. • Could hit baseballs into apple trees, knocking down harvests. • Could jump six-foot orchard walls. • Ran laughing. • Sat easy. • Was not a bully. • Was kind. • Knew the words to all the cowboy songs and would teach you if you asked. • Knew the names of all the wild flowers and when the moon would rise or set and when the tides came in or out. He was, in fact, the only god living in the whole of Green Town, Illinois, during the twentieth century that Douglas Spaulding knew of. “[Ray] Bradbury is an authentic original.”—Time",Ray Bradbury,1985-03-01,Spectra,254.0,Fiction
0140440224,The Canterbury Tales,A translation into modern English of the medieval poem about a group of travelers on a pilgrimage to Canterbury and the tales they tell each other.,Geoffrey Chaucer,1977,Penguin Classics,532.0,Fiction
0553260960,,,,,,,
1573247022,The Food Revolution,"Fears of Frankenfood, e-coli and ""mad cow"" meat abound. If, indeed, we are what we eat, what in the world are we becoming? John Robbins, who revolutionized how we think about food, reveals the truth about our already deadly diet. He boldly posits that, collectively, our personal diet can save ourselves and the world. If, according to chaos theory, the beating of a butterfly's wing can cause a hurricane in another part of the world, try this out for chaotic cause and effect: monarch butterflies are dying in droves due to genetically-engineered corn growing in the Midwest. There is also a direct correlation between the Big Mac in your hand and the mile-wide river now running across the North Pole. Learn the truth about foods we are eating that are, in Robbins' words, ""unsafe on any plate.""",John Robbins,2001-07-01,Conari Press,450.0,Health & Fitness
0811821706,The Bad Girl's Guide to the Open Road,"Suggests ideas for trips for women who love to drive, including unusual festivals and museums, things to do in a small town, and the best songs to listen to in the car.",Cameron Tuttle,1999,Chronicle Books,254.0,Humor
0451176723,Mitigating Circumstances,"D.A. Lily Forrester finds herself trapped in a nightmare of violence when her teenaged daughter is raped and she tries to seek revenge, only to be faced with an endless barrage of personal and professional obstacles.",Nancy Taylor Rosenberg,1993,Signet Book,454.0,Fiction
0375725849,Perfume,"INTERNATIONAL BESTSELLER • Set in eighteenth-century France, the classic novel that provokes a terrifying examination of what happens when one man’s indulgence in his greatest passion—his sense of smell—leads to murder. In the slums of eighteenth-century France, the infant Jean-Baptiste Grenouille is born with one sublime gift—an absolute sense of smell. As a boy, he lives to decipher the odors of Paris, and apprentices himself to a prominent perfumer who teaches him the ancient art of mixing precious oils and herbs. But Grenouille’s genius is such that he is not satisfied to stop there, and he becomes obsessed with capturing the smells of objects such as brass doorknobs and fresh-cut wood. Then one day he catches a hint of a scent that will drive him on an ever-more-terrifying quest to create the “ultimate perfume”—the scent of a beautiful young virgin. Told with dazzling narrative brilliance, Perfume is a hauntingly powerful tale of murder and sensual depravity. Translated from the German by John E. Woods.",Patrick Suskind,2001-02-13,Vintage,267.0,Fiction
0880387483,,,,,,,
014018869X,Cold Comfort Farm,"When a well-educated young socialite in 1930s England is left orphaned and unable to support herself at age twenty-two, she moves in with her eccentric relatives on their farm",Stella Gibbons,1994,Penguin,244.0,Fiction
0380808307,Just Imagine,"The War Between the States may be over for the rest of the country, but not for Kit Weston. Disguised as a boy, she's come to New York City to kill Baron Cain, the man who stands between her and Risen Glory, the South Carolina home she loves. But unknown to Kit, the Yankee war hero is more than her bitterest enemy—he's also her guardian. And he'll be a lot harder to kill than she's figured on . . . Believing that Kit's a boy, Cain offers the grubby rapscallion a job in his stable. But he has no idea what he's in for, and it's not long before the hero of Missionary Ridge discovers the truth. His scamp of a stable boy is a strong-willed, violet-eyed beauty who's hell-bent on driving him crazy. Two hard-headed, passionate people . . . Two stubborn opponents with tender souls . . . Sometimes wars of the heart can only be won through the sweetest of surrenders.",Susan Elizabeth Phillips,2001-09-04,Avon,384.0,Fiction
