ISBN,title,description,authors,publish_date,publisher,number_of_pages,subjects
1573229628,Prozac Nation,"This memoir, both harrowing and hilarious, gives voice to the high incidence of depression - especially among America's youth. Prozac Nation is a collective cry for help, a generational status report on today's young people, who have come of age fully entrenched in the culture of divorce, economic instability, and AIDS. ""This private world of loony bins and weird people which I always felt I occupied and hid in,"" writes Elizabeth, ""had suddenly turned inside out so that it seemed like this was one big Prozac Nation, one big mess of malaise. Perhaps the next time half a million people gather for a protest march on the White House green it will not be for abortion rights or gay liberation, but because we're all so bummed out."" Writing with a vengeance (Nirvana, Joni Mitchell, and Dorothy Parker all rolled into one), Elizabeth Wurtzel will not go gentle into that good night. She wants off medication, she wants a family, and most definitely, a life worth living.",Elizabeth Wurtzel,1996,,0.0,Depressed persons
0385334834,Writ of Execution,Attorney Nina Reilly defends a client whose jackpot winnings are threatened by the fact that she is hiding a dark secret about her true identity.,Perri O'Shaughnessy,2001,,352.0,Fiction
0142001740,The Secret Life of Bees,"The multi-million bestselling novel about a young girl's journey towards healing and the transforming power of love, from the award-winning author of The Invention of Wings and The Book of Longings Set in South Carolina in 1964, The Secret Life of Bees tells the story of Lily Owens, whose life has been shaped around the blurred memory of the afternoon her mother was killed. When Lily's fierce-hearted Black ""stand-in mother,"" Rosaleen, insults three of the deepest racists in town, Lily decides to spring them both free. They escape to Tiburon, South Carolina—a town that holds the secret to her mother's past. Taken in by an eccentric trio of Black beekeeping sisters, Lily is introduced to their mesmerizing world of bees and honey, and the Black Madonna. This is a remarkable novel about divine female power, a story that women will share and pass on to their daughters for years to come.",Sue Monk Kidd,2003-01-28,Penguin,354.0,Fiction
0380841940,Refugee,,Piers Anthony,1983,Avon Books,312.0,Fiction
0449221482,"""J"" is for Judgment","J is for Jaffe: Wendell Jaffe, dead these past five years. Or so it seemed until his former insurance agent spotted him in the bar of a dusty little resort halfway between Cabo San Lucas and La Paz. In truth, the facts about Wendell Jaffe had nothing to do with my family history, but murder is seldom tidy and no one ever said revelations operate in a straight line. It was my investigation into the dead man's past that triggered the inquiry into my own, and in the end the two stories became difficult to separate. Five years ago, when Jaffe's thirty-five-foot Fuji ketch was found drifting off the Baja coast, it seemed a sure thing he'd gone overboard. The note he left behind admitted he was flat broke, his business bankrupt, his real estate gambit nothing but a huge Ponzi scheme about to collapse, with criminal indictment certain to follow. When the authorities soon after descended on his banks and his books, there was nothing left: Jaffe had stripped the lot. Given my insatiable curiosity and my natural inclination to poke my nose in where it doesn't belong, it was odd to realize how little attention I'd paid to my own past. I'd simply accepted what I was told, constructing my personal mythology on the flimsiest of facts. But Jaffe wasn't quite without assets. There was the $500,000 life insurance policy made out to his wife and underwritten by California Fidelity. With no corpse to prove death, however, the insurance company was in no hurry to pay the claim. Dana Jaffe had to wait out the statutory five years until her missing husband could be declared legally dead. Just two months before Wendell Jaffe was sighted in that dusty resort bar, California Fidelity finally paid in full.Now they wanted the truth. And they were willing to hire Kinsey Millhone to dig it up. As Kinsey pushes deeper into the mystery surrounding Wendell Jaffe's pseudocide, she explores her own past, discovering that in family matters as in crime, sometimes it's better to reserve jud",Sue Grafton,1993,Fawcett,386.0,Fiction
0743213165,Candyland,"Ben Thorpe, an architect in New York on business, goes on a compulsive search for female companionship. Emma Boyle of the NYPD is investigating the murder of a prostitute, for which Ben is becoming the chief suspect.","Evan Hunter, Ed McBain",2001,,312.0,Fiction
0446363499,A Coral Kiss,"With twenty-two New York Times bestsellers and millions of readers, Jayne Ann Krentz is one of the most popular romance superstars of our time. Now treat yourself to her deft and incomparable brand of riveting and sexy suspense in her classic tale of a woman, a man, and destiny's many unexpected twists. Successful author Amy Slater had a life in need of mending. And Jed Glaze proved to be the right man for the job after the pair hit it off as fabulously good friends. Then one day Jed shows up with a mysterious injury of his own -- and suddenly dark, confounding, yet utterly irresistible Jed becomes a lot more than ""just a friend"". Now it's a time for not only mutual healing and delightfully sensuous nights but for sharing secrets that could prove a little dangerous for them both. On a jaunt to a Pacific island paradise, Amy and Jed will unearth the key to the unsolved murder that has haunted Amy's nights -- and discover how surprisingly and exquisitely fated two seemingly mismatched hearts can be.",Jayne Ann Krentz,1992-06-01,Grand Central Publishing,388.0,Fiction
0590442562,Weekend,A dream vacation in Mexico turns into a nightmare.,Christopher Pike,2004-09,Scholastic Paperbacks,244.0,Juvenile Fiction
0671568175,Let Me Call You Sweetheart,"It's a minor accident that brings prosecutor Kerry McGrath to the plastic surgeon's office with her beloved daughter, Robin. But even as the doctor assures Kerry that her daughter's scars will heal, she spies a familiar-looking beautiful woman in the waiting room and is seized by an overpowering sense of deja vu. When, on a return visit, she sees the same haunting face -- on another woman -- she has an intense flash of recognition: it's the face of Suzanne Reardon, the ""Sweetheart Murder"" victim, killed more than ten years ago! The case resulted in a guilty verdict and life sentence for Suzanne's husband, Skip. But for what possible reason would Dr. Smith be giving his patients the face of a dead woman? As Kerry immerses herself in a fresh investigation, she is catapulted into the strange and ominous territory of those so obsessed with beauty they'll kill for it. Each new piece of evidence she unearths reveals a disturbing cache of questions. Not only does everyone involved want to keep the case closed, it's clear somebody will stop at nothing to keep it sealed forever. As she delves deeper she finds she's wrestling with a force so sinister that her own life -- and her daughter's -- is threatened with increasing peril.... Interweaving fascinating characters with deeply daring, staggeringly unpredictable plot twists, Mary Higgins Clark reminds us that she is, indeed, America's Queen of Suspense.",Mary Higgins Clark,1996-05,Simon and Schuster,324.0,Fiction
0671709704,Boogeymen,"Eric Baldwin is the Federation's premier exologist, a specialist in all manner of alien life forms -- and one of Captain Picard's oldest, most trusted friends. But Baldwin's discoveries have made him enemies across the galaxy, and now he wants Picard to help him by erasing all traces of his existence. but Picard soon finds himself with little time to worry about Baldwin's problems. For the ""U.S.S. Enterprise(TM) ."" has suddenly become a strange and dangerous place -- a ship where assassins lurk in every corner, and even old trusted friends are not what they seem. Threats all masterminded by the strangest race of aliens Picard and his crew have yet encountered...",Mel Gilden,1991,Star Trek,260.0,Fiction
0553582526,Dust to Dust,"The killing of an Internal Affairs cop draws veteran detective Sam Kovac and his young female partner, Nikki, into the disturbing and vexing case.",Tami Hoag,2002,Random House of Canada,354.0,Fiction
0061009059,,,,,,,
0385474016,Like Water for Chocolate,"Earthy, magical, and utterly charming, this tale of family life in turn-of-the-century Mexico became a best-selling phenomenon with its winning blend of poignant romance and bittersweet wit.",Laura Esquivel,1992,Anchor,260.0,Fiction
1400031354,Tears of the Giraffe,"Fans around the world adore the bestselling No. 1 Ladies’ Detective Agency series and its proprietor, Precious Ramotswe, Botswana’s premier lady detective. In this charming series, Mma Ramotswe—with help from her loyal associate, Grace Makutsi—navigates her cases and her personal life with wisdom, good humor, and the occasional cup of tea. Precious Ramotswe is the eminently sensible and cunning proprietor of the only ladies’ detective agency in Botswana. In Tears of the Giraffe she tracks a wayward wife, uncovers an unscrupulous maid, and searches for an American man who disappeared into the plains many years ago. In the midst of resolving uncertainties, pondering her impending marriage to a good, kind man, Mr. J. L. B. Matekoni, and the promotion of her talented secretary (a graduate of the Botswana Secretarial College, with a mark of 97 per cent), she also finds her family suddenly and unexpectedly increased by two.",Alexander McCall Smith,2002-09-03,Anchor,241.0,Fiction
0345424719,A Widow for One Year,"“A Widow For One Year will appeal to readers who like old-fashioned storytelling mixed with modern sensitivities. . . . Irving is among the few novelists who can write a novel about grief and fill it with ribald humor soaked in irony.”—USA Today In A Widow for One Year, we follow Ruth Cole through three of the most pivotal times in her life: from her girlhood on Long Island (in the summer of 1958) through the fall of 1990 (when she is an unmarried woman whose personal life is not nearly as successful as her literary career), and at last in the autumn of 1995, when Ruth is a forty-one-year-old widow and mother (and she’s about to fall in love for the first time). Both elegiac and sensual, A Widow for One Year is a multilayered love story of astonishing emotional force. Praise for A Widow for One Year “Compelling . . . By turns antic and moving, lusty and tragic, A Widow for One Year is bursting with memorable moments. . . . A testament to one of life’s most difficult lessons: In the end, you just have to find a way to keep going.”—San Francisco Examiner-Chronicle “A sprawling 19th-century production, chock full of bizarre coincidences, multiple plot lines, lengthy digressions, and stories within stories. . . . An engaging and often affecting fable, a fairy tale that manages to be old-fashioned and modern all at once.”—The New York Times “[Irving’s] characters can beguile us onto thin ice and persuade us to dance there. His instinctive mark is the moral choice stripped bare, and his aim is impressive. What’s more, there’s hardly a writer alive who can match his control of the omniscient point of view.”—The Washington Post Book World “In the sprawling, deeply felt A Widow for One Year, John Irving has delivered his best novel since The World According to Garp. . . . Like a warm bath, it’s a great pleasure to immerse yourself in.”—Entertainment Weekly “John Irving is arguably the American Balzac, or perhaps our Dickens—a rip-roaring storyteller whose intricate plot machinery is propelled by good old-fashioned greed, foolishness and passion.”—The Nation “Powerful . . . a masterpiece.”—St. Louis Post-Dispatch",John Irving,1999-03-23,Ballantine Books,580.0,Fiction
0515136190,Once Upon a Midnight,"From a courageous young woman who saves a kingdom from tragedy, to a beautiful young American who finds love in the Highlands, this collection of romances is filled with magical mayhem and enchanting escapades.",,2003,Penguin,420.0,Fiction
0395345308,The Song of the Lark,A story of a young woman's awakening as an artist and her struggle to escape the constraints of a small town in Colorado.,Willa Cather,1983,Houghton Mifflin Harcourt,462.0,Fiction
3100478258,Schiffbruch mit Tiger,"Pi Patel ist unterwegs mit einer Hyäne, einem Orang-Utan, einem verletzten Zebra und einem bengalischen Tiger, als er Schiffbruch erleidet. Bald hat der Tiger alle bis auf Pi erledigt und es beginnt eine wundersame Odyssee.","Yann Martel, Manfred Allié",2003,Frankfurt am Maim : S. Fischer,381.0,English fiction
0446359866,Presumed Innocent,"Scott Turow's #1 runaway bestseller comes to theaters everywhere as a major motion picture from Warner Bros., starring Harrison Ford, Brian Dennehy, Raul Julia, and Bonnie Bedelia, directed by Alan Pakula, best known for his award-winning work in ""Klute"".",Scott Turow,1989-12-05,Grand Central Publishing,452.0,Fiction
0671695304,Blubber,"Jill goes along with the rest of the fifth-grade class in tormenting a classmate and then finds out what it's like when she, too, becomes a target.",Judy Blume,1988,,220.0,
0786889098,Tropical Depression,"Murray Zemelman, a.k.a. ""The Bra King,"" and Tommy Tarpon, a local Native American, forge a zany plan to bring gambling to Key West and incite the greed of a local Mafioso and a crooked politician. Reprint. NYT. K.",Laurence Shames,1997-03-01,Voice,374.0,Fiction
0375727345,House of Sand and Fog,"A cloth bag containing ten copies of the title, that may also include a folder with miscellaneous notes, dicussion questions, biographical information, and reading lists to assist book group dicussion leaders.",Andre Dubus,2000,Vintage,372.0,Fiction
081297106X,Reading Lolita in Tehran,"#1 NEW YORK TIMES BESTSELLER • We all have dreams—things we fantasize about doing and generally never get around to. This is the story of Azar Nafisi’s dream and of the nightmare that made it come true. For two years before she left Iran in 1997, Nafisi gathered seven young women at her house every Thursday morning to read and discuss forbidden works of Western literature. They were all former students whom she had taught at university. Some came from conservative and religious families, others were progressive and secular; several had spent time in jail. They were shy and uncomfortable at first, unaccustomed to being asked to speak their minds, but soon they began to open up and to speak more freely, not only about the novels they were reading but also about themselves, their dreams and disappointments. Their stories intertwined with those they were reading—Pride and Prejudice, Washington Square, Daisy Miller and Lolita—their Lolita, as they imagined her in Tehran. Nafisi’s account flashes back to the early days of the revolution, when she first started teaching at the University of Tehran amid the swirl of protests and demonstrations. In those frenetic days, the students took control of the university, expelled faculty members and purged the curriculum. When a radical Islamist in Nafisi’s class questioned her decision to teach The Great Gatsby, which he saw as an immoral work that preached falsehoods of “the Great Satan,” she decided to let him put Gatsby on trial and stood as the sole witness for the defense. Azar Nafisi’s luminous tale offers a fascinating portrait of the Iran-Iraq war viewed from Tehran and gives us a rare glimpse, from the inside, of women’s lives in revolutionary Iran. It is a work of great passion and poetic beauty, written with a startlingly original voice. Praise for Reading Lolita in Tehran “Anyone who has ever belonged to a book group must read this book. Azar Nafisi takes us into the vivid lives of eight women who must meet in secret to explore the forbidden fiction of the West. It is at once a celebration of the power of the novel and a cry of outrage at the reality in which these women are trapped. The ayatollahs don’ t know it, but Nafisi is one of the heroes of the Islamic Republic.”—Geraldine Brooks, author of Nine Parts of Desire",Azar Nafisi,2003-12-30,Random House Trade Paperbacks,386.0,Biography & Autobiography
059049418X,The Change,"Unable to return to his human form after morphing into a red-tailed hawk, Tobias is assisted by an Ellimist in changing his form into other animals and wonders if he will ever be a human again. Original.",K. A. Applegate,1997,Scholastic Paperbacks,162.0,Extraterrestrial beings
0804119716,Out of Control,"Bestselling author Suzanne Brockmann knows how to push the limits of romantic suspense to new, breathtaking heights. Potent, gripping, and explosive, OUT OF CONTROL is a roller coaster ride of a novel– as a single act of loyalty becomes a desperate struggle for survival. . . . Savannah von Hopf has no choice. To save her uncle’s life, she goes in search of Ken “WildCard” Karmody, a guy she barely knew in college who is now a military operative. She must convince him to help her deliver a cache of ransom money into the hands of terrorists halfway around the world. What she doesn’t expect is to end up in WildCard’s arms before she can even ask for his help. WildCard has always had a soft spot for beautiful women. But when he discovers Savannah’s hidden agenda, he is determined to end the affair. But Savannah is bound for Indonesia with or without his protection, and he can’t just walk away. When her plan goes horribly wrong, they are trapped in the forsaken jungle of a hostile country, stalked by a lethal enemy. As time is running out, they scramble to escape, risking their lives to stop a nightmare from spinning even further out of control. . . .",Suzanne Brockmann,2002-02-26,Ballantine Books,480.0,Fiction
074343627X,Dreamcatcher,"Once upon a time, in the haunted city of Derry, four boys stood together and did a brave thing. It was something that changed them in ways they could never begin to understand. Twenty-five years after saving a Down's-syndrome kid from bullies, Beav, Henry, Pete, and Jonesy -- now men with separate lives and separate problems -- reunite in the woods of Maine for their annual hunting trip. But when a stranger stumbles into their camp, disoriented and mumbling something about lights in the sky, chaos erupts. Soon, the four friends are plunged into a horrifying struggle with a creature from another world where their only chance of survival is locked in their shared past -- and in the Dreamcatcher. Never before has Stephen King contended so frankly with the heart of darkness. Dreamcatcher, his first full-length novel since Bag of Bones, is a powerful story of astonishing range that will satisfy fans both new and old.",Stephen King,2001-12-01,Pocket Books,896.0,Fiction
0060931396,"Alas, Babylon","The survivors of a nuclear holocaust are forced to rely on their own resources as they join together in the struggle for survival amidst the ruins of Fort Repose, a small town in Florida. Reprint. 25,000 first printing. NYT.",Pat Frank,1999-04-01,Perennial Classics,336.0,Fiction
0340693096,The Talk of the Town,"'A cracker. O'Hanlon's grasp of dialect and teenage concerns is spot-on. And very funny' NME Patrick Scully is special. At least he was in the 70s when he was the school team's best striker, but now he's just a frustrated 19 year old working in Dublin. In fact these days, Balls O'Reilly seems to be getting all the attention, particularly from Scully's girlfriend, Francesca. In a wild weekend of drinking and fighting, Scully tries to forget everything but knows that his horrific secret will ensure once again that he is the talk of the town.",Ardal O'Hanlon,1999,Sceptre,244.0,Dublin (Ireland)
0767908171,A Short History of Nearly Everything,"One of the world’s most beloved writers and New York Times bestselling author of A Walk in the Woods and The Body takes his ultimate journey—into the most intriguing and intractable questions that science seeks to answer. In A Walk in the Woods, Bill Bryson trekked the Appalachian Trail—well, most of it. In A Sunburned Country, he confronted some of the most lethal wildlife Australia has to offer. Now, in his biggest book, he confronts his greatest challenge: to understand—and, if possible, answer—the oldest, biggest questions we have posed about the universe and ourselves. Taking as territory everything from the Big Bang to the rise of civilization, Bryson seeks to understand how we got from there being nothing at all to there being us. To that end, he has attached himself to a host of the world’s most advanced (and often obsessed) archaeologists, anthropologists, and mathematicians, travelling to their offices, laboratories, and field camps. He has read (or tried to read) their books, pestered them with questions, apprenticed himself to their powerful minds. A Short History of Nearly Everything is the record of this quest, and it is a sometimes profound, sometimes funny, and always supremely clear and entertaining adventure in the realms of human knowledge, as only Bill Bryson can render it. Science has never been more involving or entertaining.",Bill Bryson,2003-05-06,National Geographic Books,0.0,History
0373270976,Night Shield,"Roberts continues her popular ""Night Tales"" series with this brand-new ""Silhouette Intimate Moments("" story. A female cop tries to resist being seduced by her protector's smooth charm and good looks. Part of a $7 million marketing campaign for Silhouette's 20th anniversary program, including trade and online ads.",Nora Roberts,2000,Silhouette,0.0,Love stories
0425176053,Come Together,"Written in chapters with alternating viewpoints, an ironic love story chronicles the growing romance between twenty-seven-year-old Jack Rositer, who dreams of the perfect woman, and Amy Crosbie, a twenty-five-year-old single and desperate woman, from their first meeting at a party.","Joanna Rees, Josie Lloyd, Emlyn Rees",2000,Berkley,322.0,Fiction
0380001098,Gone with the Wind,"After the Civil War sweeps away the genteel life to which she has been accustomed, Scarlett O'Hara sets about to salvage her plantation home.",Margaret Mitchell,1936,Everyman Paperbacks,1028.0,Fiction
0380729407,Something Wicked This Way Comes,Two boys are caught in the sweep of evil.,Ray Bradbury,1962,Avon,326.0,Fiction
055325698X,The Proteus Operation,"Set in a world where Hitler was victorious in World War II, this classic high-tech thriller follows three commandos sent back in time to 1939 to change the outcome of history. In this vividly realized novel of heroism and adventure, a group of people fight to save a world they may never live to see.",James P. Hogan,1986,Spectra,407.0,Fiction
0425147622,,,,,,,
0553565095,Free Fall,Elvis Cole investigates a case that erupts in gang violence in South Central Los Angeles.,Robert Crais,1994,Crimeline,301.0,Fiction
0439136369,Harry Potter and the Prisoner of Azkaban,"For twelve years, the dread fortress of Azkaban held an infamous prisoner named Sirius Black. Convicted of killing thirteen people with a single curse, he was said to be the heir apparent to the Dark Lord, Voldemort. Now he has escaped, leaving only two clues as to where he might be headed: Harry Potter's defeat of You-Know-Who was Black's downfall as well. And the Azkaban guards heard Black muttering in his sleep, ""He's at Hogwarts."" Harry Potter isn't safe, not even within the walls of his magical school, surrounded by his friends. Because on top of it all, there may well be a traitor in their midst.",J. K. Rowling,2000,,452.0,Audiobooks
0373871805,Silver Lining,"In the second book of the popular Laurel Glen miniseries, journalist Amelia Howard arrives at the Laurel Glen ranch to research a book. While there, she helps rancher Ross Taggert face past troubles and regain his faith in God.",Kate Welsh,2002-04-24,Harlequin Treasury-Love Inspired 90s,260.0,Fiction
1885222556,Good as Gold,Pooh thinks honey is as good as gold.,"Disney Enterprises, Inc, Ann Braybrooks",1996,Advance Publishers LLC,48.0,Juvenile Fiction
0553573403,A Game of Thrones,"NOW THE ACCLAIMED HBO SERIES GAME OF THRONES—THE MASTERPIECE THAT BECAME A CULTURAL PHENOMENON Here is the first book in the landmark series that has redefined imaginative fiction and become a modern masterpiece. A GAME OF THRONES In a land where summers can last decades and winters a lifetime, trouble is brewing. The cold is returning, and in the frozen wastes to the North of Winterfell, sinister and supernatural forces are massing beyond the kingdom’s protective Wall. At the center of the conflict lie the Starks of Winterfell, a family as harsh and unyielding as the land they were born to. Sweeping from a land of brutal cold to a distant summertime kingdom of epicurean plenty, here is a tale of lords and ladies, soldiers and sorcerers, assassins and bastards, who come together in a time of grim omens. Amid plots and counterplots, tragedy and betrayal, victory and terror, the fate of the Starks, their allies, and their enemies hangs perilously in the balance, as each endeavors to win that deadliest of conflicts: the game of thrones. A GAME OF THRONES • A CLASH OF KINGS • A STORM OF SWORDS • A FEAST FOR CROWS • A DANCE WITH DRAGONS",George R. R. Martin,1997-08-04,Random House Worlds,865.0,Fiction
0689817851,Go Ask Alice,"More compelling than ever, this classic real-life diary charts an anonymous teenage girl's struggle with the seductive--and often fatal--world of drugs.",Anonymous,1998,Simon Pulse,0.0,Diaries
1573220876,About a Boy,"Will Freeman, a 30-something Londoner, is vaguely in search of a wife, but is simultaneously turned off by the responsibilities that a real life might entail. He befriends young Marcus, son of a single mother with problems, and finds himself being drawn against his will into a tumultuous set of circumstances. Finally he is able, after all, to engage with life in a normal way. A New York Times Notable Book for 1998.",Nick Hornby,1998,,0.0,Bildungsromans
0380718340,Cruel & Unusual,Medical examiner Kay Scarpetta investigates the murder of a young boy that closely resembles a recently executed murderer.,Patricia D. Cornwell,1994-05-01,Avon,422.0,Fiction
0743486226,,,,,,,
0316284955,White Oleander,"Everywhere hailed as a novel of rare beauty and power, White Oleander tells the unforgettable story of Ingrid, a brilliant poet imprisoned for murder, and her daughter, Astrid, whose odyssey through a series of Los Angeles foster homes-each its own universe, with its own laws, its own dangers, its own hard lessons to be learned-becomes a redeeming and surprising journey of self-discovery.",Janet Fitch,2000-05-01,Back Bay Books,480.0,Fiction
0394543963,The Bourne Supremacy,"Super-diplomat Raymond Havilland sets up the kidnapping of Jason Bourne's wife, in order to draw Bourne out of retirement and into a Taiwanese plot to seize Hong Kong and incite China against the West.",Robert Ludlum,1986,New York : Random House,618.0,Fiction
0373708726,His Brother's Bride,"His Brother's Bride by Judith Bowen released on Sep 24, 1999 is available now for purchase.",Judith Bowen,1999,Harlequin,308.0,Fiction
0446610879,Uncommon Clay,"In the red clay country of Seagrove, North Carolina, Judge Deborah Knott oversees the distribution of property in the bitter divorce between two members of the Nordan clan, a dynasty of skilled potters long cursed by suicide and scandal. After a gruesome act of violence suddenly strikes the homestead, Judge Knott must stop a killer who will stop at nothing to continue a dark history of family secrets, old sins, and new blood. (July)",Margaret Maron,2002-07-01,Grand Central Publishing,336.0,Fiction
