ISBN,title,description,authors,publish_date,publisher,number_of_pages,subjects
0821771450,Night Moves,"Single caterer Jordan Curry is entrusted with the four-year-old son of her best friend Phoebe, who says her son is in mortal danger and swears Jordan to secrecy. When handsome architect Beau Somerville pops up unexpectedly, Jordan expects him to leave. However, he's drawn to the boy, and Jordan finds herself falling for Beau's strength--a strength she needs to trust when Phoebe is murdered. (July)",Janelle Taylor,2002,Zebra Books,360.0,Fiction
0060958014,Coastliners,"Mado has been adrift for too long. After ten years in Paris, she returns to the small island of Le Devin, the home that has haunted her since she left. Le Devin is shaped somewhat like a sleeping woman. At her head is the village of Les Salants, while its more prosperous rival, La Houssinière, lies at her feet. Yet even though you can walk from one to the other in an hour, they are worlds apart. And now Mado is back in Les Salants hoping to reconcile with her estranged father. But what she doesn't realize is that it is not only her father whose trust she must regain.",Joanne Harris,2003-08-14,William Morrow Paperbacks,368.0,Fiction
0786866314,Relationship Rescue,"With Life Strategies, Phil McGraw helped hundreds of thousands of people take responsibility for their own actions and break free from self-destructive habits and situations. Now he turns his honest, unflinching eye toward relationshipsdiagnosing them, repairing them, and maintaining them. This hands-on book is for people who realize their relationship is in trouble, but who dont want to give up on it. In addition, it includes questionnaires, profiles, and checklists that will keep readers focused and aware of their feelings. Phil McGraw has already established himself as someone whom readers can turn to for direct, tell-it-like-it-is help in their own lives. Now he offers readers the chance for further happiness through meaningful, fulfilling relationships that work. Dr. McGraw helps get relationships back on track with a controversial explosion of the myths of conventional relationship thinking and clear action-oriented steps for reconnecting partners.","ph.d. Mcgraw, Phillip C.",2000-02-08,Hyperion,0.0,Family & Relationships
0553573861,Zodiac,"Sangamon Taylor's a New Age Sam Spade who sports a wet suit instead of a trench coat and prefers Jolt from the can to Scotch on the rocks. He knows about chemical sludge the way he knows about evil -- all too intimately. And the toxic trail he follows leads to some high and foul places. Before long Taylor's house is bombed, his every move followed, he's adopted by reservation Indians, moves onto the FBI's most wanted list, makes up with his girlfriend, and plays a starring role in the near-assassination of a presidential candidate. Closing the case with the aid of his burnout roomate, his tofu-eating comrades, three major networks, and a range of unconventional weaponry, Sangamon Taylor pulls off the most startling caper in Boston Harbor since the Tea Party. As he navigates this ecological thriller with hardboiled wit and the biggest outboard motor he can get his hands on, Taylor reveals himself as one of the last of the white-hatted good guys in a very toxic world.",Neal Stephenson,1995,Spectra,334.0,Fiction
0060098538,Black Silk,"When her husband, a marquess, dies leaving her penniless, Submit Channing-Downes is left with one marital obligation to fulfill. She's required to deliver a small black box to Graham Wessit, the notorious Earl of Netham. But Graham wants nothing to do with a bequest from the man responsible for his ruin--or with the bewitching emissary who brings it. (June)",Judith Ivory,2002-06-04,Harper Collins,478.0,Fiction
0842332251,Left Behind,,"Tim LaHaye, Jerry B. Jenkins",2000,,351.0,
0425168298,Secret Prey,"When a wealthy banker is shot during a hunting trip, Lucas Davenport suspects murder.",John Sandford,1999,Berkley,406.0,Fiction
0670852341,Mid-life Confidential,"The 1993 ""road trip"" of rock'n'roll made by fifteen popular writers, including Dave Barry, Tad Bartimus, Roy Blount, Jr., Michael Dorris, Robert Fulghum, Kathi Goldmark, Matt Groening, Stephen King, Barbara Kingsolver, Al Kooper, Greil Marcus, Dave Marsh, Ridley Pearson, Joel Selvin, and Amy Tan.",Dave Marsh,1994,Viking Adult,242.0,Biography & Autobiography
0553584111,Trust Fund Babies,"Sex, wealth, status - they had everything but they wanted more...",Jean Stone,2002,Bantam,356.0,Fiction
0399142991,On the Occasion of My Last Afternoon,"A Southern woman describes her life--from childhood on a plantation with a tyrannical father, to Civil War nurse in a military hospital with her surgeon husband, to pro-abolitionist in old age.",Kaye Gibbons,1998,Putnam Adult,328.0,Fiction
0899193625,"The Beans of Egypt, Maine","There are families like the Beans all over America. They live on the wrong side of town in mobile homes strung with Christmas lights all year round. The women are often pregnant, the men drunk and just out of jail, and the children too numerous to count. In The Beans of Egypt, Maine we meet the God-fearing Earlene Pomerleau and experience her obsession with the whole swarming Bean tribe. There's Cousin Rubie, a boozer and a brawler, tall Aunt Roberta, the earth mother surrounded by countless clinging babies, and Beal, sensitive, often gentle but doomed by the violence within him. Vividly told, at times both funny and sad, Chute gives life and dignity to an unforgettable cast of American characters.",Carolyn Chute,1985,,215.0,Domestic fiction
055305340X,A Brief History of Time,"Stephen Hawking has earned a reputation as the most brilliant theoretical physicist since Einstein. In this landmark volume, Professor Hawking shares his blazing intellect with nonscientists everywhere, guiding us expertly to confront the supreme questions of the nature of time and the universe. Was there a beginning of time? Will there be an end? Is the universe infinite or does it have boundaries? From Galileo and Newton to modern astrophysics, from the breathtakingly cast to the extraordinarily tiny, Professor Hawking leads us on an exhilarating journey to distant galaxies, black holes, alternate dimensions--as close as man has ever ventured to the mind of God. From the vantage point of the wheelchair from which he has spent more than twenty years trapped by Lou Gehrig's disease, Stephen Hawking has transformed our view of the universe. Cogently explained, passionately revealed, ""A Brief History of Time is the story of the ultimate quest for knowledge: the ongoing search for the tantalizing secrets at the heart of time and space.","Stephen Hawking, Carl Sagan",1988,Bantam,216.0,Science
0688046126,,,,,,,
0802130119,The Master and Margarita,"Mikhail Bulgakov's devastating satire of Soviet life was written during the darkest period of Stalin's regime. Combining two distinct yet interwoven parts-one set in ancient Jerusalem, one in contemporary Moscow-the novel veers from moods of wild theatricality with violent storms, vampire attacks, and a Satanic ball; to such somber scenes as the meeting of Pilate and Yeshua, and the murder of Judas in the moonlit garden of Gethsemane; to the substanceless, circus-like reality of Moscow. Its central characters, Woland (Satan) and his retinue-including the vodka-drinking, black cat, Behemoth; the poet, Ivan Homeless; Pontius Pilate; and a writer known only as The Master, and his passionate companion, Margarita-exist in a world that blends fantasy and chilling realism, an artful collage of grostesqueries, dark comedy, and timeless ethical questions.",Михаил Булгаков,1987,Grove Press,418.0,Fiction
3406501752,,,,,,,
0373835124,Darling Daughters,Two delightful romances about matchmaking daughters.,Debbie Macomber,2002,"Don Mills, Ont. : MIRA Books",0.0,Children of divorced parents
0553563734,The King's Buccaneer,"Long recovered from the ravages of the Riftwar, the land and people of the kingdom of the Isles thrive. Nicholas, the youngest son of Prince Arutha, is intelligent and gifted but vastly inexperienced. In hopes of hardening him, his father sends him and his irreverent squire, Harry, to live at Rustic Castle Crydee to learn of life beyond the halls of privilege. But within weeks of Nicholas and Harry's arrival, Crydee is viciously attacked by unknown assailants, resulting in murder, massive destruction, and the abduction of two young noblewomen. The raiders have come from a pirate haven and are no ordinary foe ... but an enemy connected to dark magical forces that threaten the lands Nicholas will someday rule -- if he survives.",Raymond E. Feist,1994-01-01,Spectra,548.0,Fiction
0446603104,Seduction by Design,Hailey Ashton is devoted to her challenging job at the Serendipity Amusement Park. But Hailey's tough exterior hides a fragile self-image that dashes any hopes of a love life. Until a minor emergency brings her into contact with Tyler Scott.,Sandra Brown,2002-03-01,Grand Central Publishing,240.0,Fiction
3257228007,Das Parfum,"Ein rares Meisterwerk zeitgenössischer Prosa, eine dicht gesponnene, psychologisch raffiniert umgesetzte Erzählung, die an die frühen Stücke von Patricia Highsmith erinnert, in ihrer Kunstfertigkeit aber an die Novellistik großer europäischer Erzähltradition anknüpft.",Patrick Süskind,1994,Distribooks Incorporated,319.0,Fiction
0312310439,The Marrying Game,"""Little Women"" meets ""I Capture the Castle"" in this gloriously modern novel about aristocratic sisters who set out to marry money in order to save their family home.",Kate Saunders,2003-07-21,Macmillan,385.0,Fiction
0345417623,Timeline,"When a group of scientists learns how to travel through time, they enter life in fourteenth-century feudal France and threaten the history of the world.",Michael Crichton,1999,,518.0,Fiction
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff,"Braille edition of the popular bestseller. ""Let go of the idea that gentle, relaxed people can't be super-achievers,"" advises Dr. Richard Carlson in his widely popular self-help book, DON'T SWEAT THE SMALL STUFF. In 100 chapters--each only a few pages long--Dr. Carlson shares his ideas for living a calmer, richer life. This book has been on the New York Times bestseller list for 38 weeks and is No. 3 on USA TODAY's Best-Selling Books list. Two small volumes in braille.",Richard Carlson,1996-01-02,Hyperion,276.0,Self-Help
0373711026,North Country Man,"North Country Man by Carrie Alexander released on Nov 24, 2002 is available now for purchase.",Carrie Alexander,2002-11-24,Harlequin Treasury-Harlequin Superromance 90s,308.0,Fiction
0451192311,"Eat, Drink, and be Wary","Hosting a cooking contest at her PennDutch Inn, Magdalena Yoder fears that a murderer lurks among the competitors when the CEO of a gourmet food company is found dead in the barn.",Tamar Myers,1998,Signet Book,0.0,Cooking
0440214041,The Pelican Brief,A law student in New Orleans writes a legal brief that ends up making her enemies in high places. Movie tie-in. Reprint.,John Grisham,1993,Dell Publishing Company,402.0,Fiction
0446605239,The Notebook,"Experience the unforgettable, heartbreaking love story set in post-World War II North Carolina about a young socialite and the boy who once stole her heart -- one of PBS's ""Great American Reads"". Every so often a love story so captures our hearts that it becomes more than a story-it becomes an experience to remember forever. The Notebook is such a book. It is a celebration of how passion can be ageless and timeless, a tale that moves us to laughter and tears and makes us believe in true love all over again... At thirty-one, Noah Calhoun, back in coastal North Carolina after World War II, is haunted by images of the girl he lost more than a decade earlier. At twenty-nine, socialite Allie Nelson is about to marry a wealthy lawyer, but she cannot stop thinking about the boy who long ago stole her heart. Thus begins the story of a love so enduring and deep it can turn tragedy into triumph, and may even have the power to create a miracle...",Nicholas Sparks,1998-02-01,Vision,256.0,Fiction
006100345X,,,,,,,
051512088X,Rosehaven,"From the #1 NEW YORK TIMES BESTSELLING AUTHOR. When heiress Hastings Trent is joined with warrior Severin Langthorne in marriage, she must uncover the mystery surrounding a secluded estate known as Rosehaven.",Catherine Coulter,1997-06-01,Penguin,388.0,Fiction
0446611212,Violets Are Blue,"Detective Alex Cross must confront his most terrifying nemesis ever- and his own deepest fears- in this electrifying thriller from the world's #1 bestselling writer. D.C. Detective Alex Cross has seen a lot of crime scenes. But even he is appalled by the gruesome murders of two joggers in San Francisco's Golden Gate Park-killings that look more like the work of savage beasts than humans. Local police are horrified and even the FBI is baffled. Then, as Cross is called in to take on the case, the carnage takes off, leaving a trail of bodies across America and sweeping him to Savannah, Las Vegas, New Orleans, Los Angeles as his nemesis, the merciless criminal known as the Mastermind, stalks him, taunts him, and once again, threatens everything he holds dear...",James Patterson,2002-10-01,Grand Central Publishing,420.0,Fiction
0345368436,Douglas Adams's Starship Titanic,"Arguably the greatest collaboration in the whole history of comedy! Bestselling author Douglas Adams wrote the storyline based on his CD-ROM game of the same name (as this novel, not as him, obviously). Terry Jones of Monty Python wrote the book. In the nude! Parents be warned! Most of the words in this book were written by a naked man! So. You want to argue with that? All right, we give in. Starship Titanic is the greatest, most fabulous, most technologically advanced interstellar cruise line ever built. It is like a cross between the Queen Mary, the Chrysler Building, Tutankhamen's tomb, and Venice. Furthermore, it cannot possibly go wrong. . . . Sadly, however, seconds after its launch it undergoes SMEF, or Spontaneous Massive Existence Failure. And disappears. Except, everything's got to be somewhere. Coming home that night, on a little known planet called Earth, Dan and Lucy Gibson find something very large and very, very shiny sticking into their house. . .",Terry Jones,1998-10-27,Ballantine Books,258.0,Fiction
0452282152,Girl with a Pearl Earring,"The New York Times bestselling novel by the author of A Single Thread and At the Edge of the Orchard Translated into thirty-nine languages and made into an Oscar-nominated film, starring Scarlett Johanson and Colin Firth Tracy Chevalier transports readers to a bygone time and place in this richly-imagined portrait of the young woman who inspired one of Vermeer's most celebrated paintings. History and fiction merge seamlessly in this luminous novel about artistic vision and sensual awakening. Girl with a Pearl Earring tells the story of sixteen-year-old Griet, whose life is transformed by her brief encounter with genius . . . even as she herself is immortalized in canvas and oil.",Tracy Chevalier,2001-01-01,Penguin,244.0,Fiction
0060925752,Soul Mates,"This companion volume to Care of the Soul offers more of Thomas Moore's inspiring wisdom and empathy as it expands on his ideas about life, love, and the mysteries of human relationships. In Care of the Soul, Thomas Moore explored the importance of nurturing the soul and struck a chord nationwide — the book became a long-term bestseller, topping charts across the country and selling 550,000 copies in hardcover and paperback combined. Building on that book's wisdom, Soul Mates, already a hardcover bestseller, explores how relationships of all kinds enhance our lives and fulfill the needs of our souls. Moore emphasizes the difficulties that inevitably accompany many relationships and focuses on the need to work through these differences in order to experience the deep reward that comes with intimacy and unconfined love.",Thomas Moore,1994-11-04,Harper Collins,290.0,Psychology
0446677922,The Bottoms,"In Depression-era East Texas, young Harry Crane discovers the body of a mutilated woman. As his father, the town constable investigates, Harry and his sister Tom think it was the work of the legendary Goat Man.",Joe R. Lansdale,2001,,340.0,Fiction
1575669072,"Awaken, My Love","Suffering in a passionless marriage, Elaine Metcliffe is amazed when she is transported back in time to the nineteenth century and into the body of another man's wife, where she discovers a renewed sensuality in the arms of English baron Charles Mortimer.",Robin Schone,2001,Brava,356.0,Fiction
0671795678,Requiem,"While the Federation stands on the brink of war, Captain Picard is stranded in the past.","Michael Jan Friedman, Kevin Ryan",1994,Pocket Books/Star Trek,292.0,Fiction
0771099886,A Jest of God,Rachel ongs to free herself from the pettiness and deceit of he everyday life.,Margaret Laurence,1966,New Canadian Library,215.0,Fiction
015640057X,Henry and June,A year in the life (1931-1932) of writer Anais Nin when she met Henry Miller and his wife June.,Anaïs Nin,1989,Houghton Mifflin Harcourt,304.0,Biography & Autobiography
0449227421,The Third Twin,"NEW YORK TIMES BESTSELLER Using a restricted FBI database, genetic researcher Jeanie Ferrami has located identical twins born to different mothers. Frightened by her bizarre discovery, she is determined to discover the truth at any cost—until she finds herself at the center of a scandal that could ruin her career. To extricate herself, Jeannie plunges into a maze of hidden evidence. With growing horror, she uncovers a cynical, far-reaching conspiracy involving disturbing genetic experiments and some of the most powerful men in America—men who will kill to keep their secrets concealed.",Ken Follett,1997-06-29,Fawcett,482.0,Fiction
0375707972,The Reader,"INTERNATIONAL BESTSELLER • Hailed for its coiled eroticism and the moral claims it makes upon the reader, this mesmerizing novel is a story of love and secrets, horror and compassion, unfolding against the haunted landscape of postwar Germany. ""A formally beautiful, disturbing and finally morally devastating novel."" —Los Angeles Times When he falls ill on his way home from school, fifteen-year-old Michael Berg is rescued by Hanna, a woman twice his age. In time she becomes his lover—then she inexplicably disappears. When Michael next sees her, he is a young law student, and she is on trial for a hideous crime. As he watches her refuse to defend her innocence, Michael gradually realizes that Hanna may be guarding a secret she considers more shameful than murder.",Bernhard Schlink,1999-03-07,Vintage,226.0,Fiction
0812541669,Double Espresso,"In this sequel to ""Devil's Food, "" parole officers Loretta Kovacs and Frank Marvelli have been ordered to find a hit man before he kills a mob turncoat under the witness protection program. The bad guys don't count on the fact that Loretta has decided to quit coffee cold turkey.",Anthony Bruno,1999-10-21,Forge Books,254.0,Fiction
1853260363,Don Quixote,"Cervantes' tale of the deranged gentleman who turns knight-errant have found its way into films, cartoons and even computer games. Intended as a parody of the most popular escapist fiction, the 'books of chivalry', this precursor of the modern novel broadened and deepened into a sophisticated, comic account of the contradictions of human nature.",Miguel de Cervantes Saavedra,1993,Wordsworth Editions,806.0,Fiction
0689714920,Misty of Chincoteague,Two determined youngsters want to win a Chincoteague pony at the yearly wild horse auction.,Marguerite Henry,1991,Simon & Schuster/Paula Wiseman Books,180.0,Juvenile Nonfiction
0451199960,The Alternate,"In an opulent San Francisco mansion, a beautiful woman lies dead. Her husband stands accused of her murder. And two ambitious lawyers step into the courtroom for the most challenging trial of their careers.",John Martel,2000,Signet Book,550.0,Fiction
0553581716,Them Bones,"Meet Sarah Booth Delaney, an unconventional Southern belle whose knack for uncovering the truth is about to make her the hottest detective in Zinnia, Mississippi . . . if it doesn't make her the deadest. No self-respecting lady would allow herself to end up in Sarah Booth’s situation. Unwed, unemployed, and over thirty, she’s flat broke and about to lose the family plantation. Not to mention being haunted by the ghost of her great-great-grandmother’s nanny, who never misses an opportunity to remind her of her sorry state—or to suggest a plan of action, like ransoming her friend’s prize pooch to raise some cash. But soon Sarah Booth’s walk on the criminal side leads her deeper into unladylike territory, and she’s hired to solve a murder. Did gorgeous, landed Hamilton Garrett V really kill his mother twenty years ago? And if so, what is Sarah Booth doing falling for this possible murderer? When she asks one too many questions and a new corpse turns up, she is suddenly a suspect herself . . . and Sarah Booth finds that digging up the bones of the past could leave her rolling over in her grave.",Carolyn Haines,1999-11-02,Bantam,337.0,Fiction
0345351525,The Queen of the Damned,"In a feat of virtuoso storytelling, Anne Rice unleashes Akasha, the queen of the damned, who has risen from a six-thousand-year sleep to let loose the powers of the night. Akasha has a marvelously devious plan to “save” mankind and destroy the vampire Lestat—in this extraordinarily sensual novel of the complex, erotic, electrifying world of the undead. Praise for The Queen of the Damned “Mesmerizing . . . a wonderful web of dark-side mythology.”—San Francisco Chronicle “With The Queen of the Damned, Anne Rice has created universes within universes, traveling back in time as far as ancient, pre-pyramidic Egypt and journeying from the frozen mountain peaks of Nepal to the crowded, sweating streets of southern Florida.”—Los Angeles Times “Imaginative . . . intelligently written . . . This is popular fiction of the highest order.”—USA Today “A tour de force.”—The Boston Globe",Anne Rice,1989-09-13,Ballantine Books,514.0,Fiction
0425116840,The Cardinal of the Kremlin,"As the Star Wars race between the Soviet Union and United States continues to escalate, Colonel Mikkail Filtov, America's agent in the Kremlin, is about to be betrayed, and only Jack Ryan can save Filtov--and world peace. Reissue.",Tom Clancy,1989,Penguin,562.0,Fiction
0385265700,The Book of Ruth,"Winner of the 1989 PEN/Hemingway Foundation Award for best first novel, this exquisite book confronts real-life issues of alienation and violence from which the author creates a stunning testament to the human capacity for mercy, compassion and love.",Jane Hamilton,1989-12-01,Anchor,337.0,Fiction
042513699X,Turtle Moon,"Turtle Moon transports the listener to Verity, Florida, a place where anything can happen during the month of May, when migrating sea turtles come to town, mistaking the glow of the streetlights for the moon. A young single mother is murdered in her apartment and her baby is gone. Keith, a 12-year-old boy in the same apartment building - the self-styled ""meanest boy"" in town - also disappears. In pursuit of the baby, the boy and the killer, are Keith's divorced mother and a cop who himself was once considered the meanest boy in town. Their search leads them down the humid byways of a Florida populated almost exclusively by people from somewhere else; emotional refugees seeking sanctuary along the swampy coast.",Alice Hoffman,1993,Berkley,310.0,Fiction
0140348107,,,,,,,
0345422473,Gods and Generals,"The New York Times bestselling prequel to the Pulitzer Prize–winning classic The Killer Angels In this brilliantly written epic novel, Jeff Shaara traces the lives, passions, and careers of the great military leaders from the first gathering clouds of the Civil War. Here is Thomas “Stonewall” Jackson, a hopelessly by-the-book military instructor and devout Christian who becomes the greatest commander of the Civil War; Winfield Scott Hancock, a captain of quartermasters who quickly establishes himself as one of the finest leaders of the Union army; Joshua Chamberlain, who gives up his promising academic career and goes on to become one of the most heroic soldiers in American history; and Robert E. Lee, never believing until too late that a civil war would ever truly come to pass. Profound in its insights into the minds and hearts of those who fought in the war, Gods and Generals creates a vivid portrait of the soldiers, the battlefields, and the tumultuous times that forever shaped the nation.",Jeff Shaara,1998-04-29,Ballantine Books,516.0,Fiction
0449005615,Seabiscuit,"#1 NEW YORK TIMES BESTSELLER • From the author of the runaway phenomenon Unbroken comes a universal underdog story about the horse who came out of nowhere to become a legend. Seabiscuit was one of the most electrifying and popular attractions in sports history and the single biggest newsmaker in the world in 1938, receiving more coverage than FDR, Hitler, or Mussolini. But his success was a surprise to the racing establishment, which had written off the crooked-legged racehorse with the sad tail. Three men changed Seabiscuit’s fortunes: Charles Howard was a onetime bicycle repairman who introduced the automobile to the western United States and became an overnight millionaire. When he needed a trainer for his new racehorses, he hired Tom Smith, a mysterious mustang breaker from the Colorado plains. Smith urged Howard to buy Seabiscuit for a bargain-basement price, then hired as his jockey Red Pollard, a failed boxer who was blind in one eye, half-crippled, and prone to quoting passages from Ralph Waldo Emerson. Over four years, these unlikely partners survived a phenomenal run of bad fortune, conspiracy, and severe injury to transform Seabiscuit from a neurotic, pathologically indolent also-ran into an American sports icon. Praise for Seabiscuit “Fascinating . . . Vivid . . . A first-rate piece of storytelling, leaving us not only with a vivid portrait of a horse but a fascinating slice of American history as well.”—The New York Times “Engrossing . . . Fast-moving . . . More than just a horse’s tale, because the humans who owned, trained, and rode Seabiscuit are equally fascinating. . . . [Laura Hillenbrand] shows an extraordinary talent for describing a horse race so vividly that the reader feels like the rider.”—Sports Illustrated “REMARKABLE . . . MEMORABLE . . . JUST AS COMPELLING TODAY AS IT WAS IN 1938.”—The Washington Post",Laura Hillenbrand,2002-03-26,Ballantine Books,449.0,Biography & Autobiography
0374281947,Personal Injuries,A crooked lawyer joins forces with an F.B.I. agent who has secrets of her own.,Scott Turow,1999-10-07,Macmillan,413.0,Fiction
0553580221,False Memory,"IT'S A FEAR MORE PARALYZING THAN FALLING. MORE TERRIFYING THAN ABSOLUTE DARKNESS. MORE HORRIFYING THAN ANYTHING YOU CAN IMAGINE. IT'S THE ONE FEAR YOU CANNOT ESCAPE, NO MATTER WHERE YOU RUN...NO MATTER WHERE YOU HIDE. IT'S THE FEAR OF YOURSELF. IT'S REAL. IT CAN HAPPEN TO YOU. AND FACING IT CAN BE DEADLY. FEAR FOR YOUR MIND.",Dean Ray Koontz,2000,Bantam,794.0,Fiction
0380708892,Merlin,"He was born to greatness, the son of a druid bard and a princess of lost Atlantis. A trained warrior, blessed with the gifts of prophecy and song, he grew to manhood in a land ravaged by the brutal greed of petty chieftains and barbarian invaders. Merlin: Respected, feared and hated by many, he was to have a higher destiny. for It was he who prepared the way for the momentous event that would unite the Island of the Mighty—the coming of Arthur Pendragon, Lord of the Kingdom of Summer.",Stephen R. Lawhead,1990-04-01,Harper Voyager,448.0,Fiction
0345272595,The Two Towers,"Frodo, unwilling heir to the One Ring, has decided that it his task to carry the Ring back to the Fire that will consume its power for evil.",John Ronald Reuel Tolkien,1965,,460.0,Fiction
0590254766,"The Lion, the Witch and the Wardrobe","Four English school children enter the magic land of Narnia through the back of a wardrobe and assist Aslan, the golden lion, in defeating the White Witch who has cursed the land with eternal winter.",Clive Staples Lewis,1995,Scholastic Incorporated,212.0,JUVENILE FICTION
0446603082,Sweet Anger,"Kari Wynne is desperately searching for the truth surrounding her husband's death but the man who destroyed his reputation, who she should really hate, is awakening in her a passion that she has never known before.",Sandra Brown,1999-01-01,Vision,320.0,Fiction
0060928336,Divine secrets of the Ya-Ya Sisterhood : a novel,A NOVEL ABOUT THE COMPLEX BONDS BETWEEN A MOTHER AND A DAUGHTER.,Rebecca Wells,1997,,356.0,Fiction
0060934417,Bel Canto,"A cloth bag with ten copies of the title that may also include miscellaneous notes, discussion questions, biographical information, and reading lists to assist book group discussion leaders.",Ann Patchett,2002-04-01,Perennial,340.0,Fiction
0380002450,Awakening,"""She grew daring and reckless. Overestimating her strength. She wanted to swim far out. Where no woman had swum before.""",Kate Chopin,1982-02-10,Harper Collins,196.0,Fiction
0671701258,,,,,,,
0345334531,The Feast of All Saints,"In the days before the Civil War, there lived a Louisiana people unique in Southern histroy. Though descended from African slaves, they were also descended from the French and Spanish who enslaved them. Called the Free People of Color, this dazzling historical novel chronicles the lives of four of them--men and women caught perilously between the worlds of master and slave, privilege and oppression, passion and pain.",Anne Rice,1986-09-12,Ballantine Books,642.0,Fiction
0399141855,To the Hilt,From the acclaimed master of mystery and suspense comes the story of a self-imposed outcast who must refresh his detection skills in order to save himself and his family. Reissue.,Dick Francis,1996,Putnam Adult,344.0,Fiction
