ISBN,title,description,authors,publish_date,publisher,number_of_pages,subjects
0786868716,The Five People You Meet In Heaven,"Plot Eddie is a wounded war veteran, an old man who has lived, in his mind, an uninspired life. His job is fixing rides at a seaside amusement park. On his 83rd birthday, a tragic accident kills him, as he tries to save a little girl from a falling cart. He awakes in the afterlife, where he learns that heaven is not a destination. It's a place where your life is explained to you by five people, some of whom you knew, others who may have been strangers. One by one, from childhood to soldier to old age, Eddie's five people revisit their connections to him on earth, illuminating the mysteries of his ""meaningless"" life, and revealing the haunting secret behind the eternal question: ""Why was I here"" Personal Details Collection Status In Collection Index 10 Read It Yes Links Amazon US Product Details LoC Classification PS3601.L335F59 2003 Dewey 813/.6",Mitch Albom,2003-09-23,Hyperion,210.0,Fiction
0671887947,The Whole Truth,"Crime writer Marie Lightfoot researches the story of accused murderer Raymond Raintree, and becomes suspicious about the case because no one knows where Raintree took Natalie Mae McCullen after he abducted her. Marie retraces that dark night when Natalie disappeared--and the deeper she digs, the more she must face the dark recesses of her own past.",Nancy Pickard,2001,,372.0,Fiction
0425128458,,,,,,,
0812504690,The Jungle Book,"Presents the adventures of Mowgli, a young boy raised by the animals in an Indian jungle, as well as other animal stories and songs.",Rudyard Kipling,1992-02-15,Macmillan,194.0,Fiction
0679429220,,,,,,,
1844261085,A Book Without Covers,"How do we find our deep spiritual connection with life? And if we find it, how do we keep it? How do we engage in the daily tangle of practical affairs, yet still see and reach through to this mysterious connection? What kind of goal would make this possible?At the age of forty, the author casts away a lifetime of preconceptions to wrestle once more with these fundamental questions. His enquiry brings him to an extraordinary decision that will literally change his view of the world forever.When no value is found in a book without covers it is thrown away, only to find its way, still, to the one who needs it most. A book without covers becomes a companion in grief and a gateway to limitless possibility...",John Andrew Storey,2003,Upfront,304.0,Fiction
0609809547,Tales of a Female Nomad,"The true story of an ordinary woman living an extraordinary existence all over the world. “Gelman doesn’t just observe the cultures she visits, she participates in them, becoming emotionally involved in the people’s lives. This is an amazing travelogue.” —Booklist At the age of forty-eight, on the verge of a divorce, Rita Golden Gelman left an elegant life in L.A. to follow her dream of travelling the world, connecting with people in cultures all over the globe. In 1986, Rita sold her possessions and became a nomad, living in a Zapotec village in Mexico, sleeping with sea lions on the Galapagos Islands, and residing everywhere from thatched huts to regal palaces. She has observed orangutans in the rain forest of Borneo, visited trance healers and dens of black magic, and cooked with women on fires all over the world. Rita’s example encourages us all to dust off our dreams and rediscover the joy, the exuberance, and the hidden spirit that so many of us bury when we become adults.",Rita Golden Gelman,2002-05-28,Crown,322.0,Travel
0671786458,,,,,,,
037379083X,The Boy Toy,"The Boy Toy by Eugenia Riley released on Feb 22, 2003 is available now for purchase.",Eugenia Riley,2003,Harlequin Books,262.0,Fiction
0786868058,Cold Pursuit,"From the Edgar Award-winning author of Silent Joe, a new hard-hitting thriller of murder, vengeance, and secret passions that will keep readers spellbound. Homicide cop Tom McMichael is on the rotation when an 84-year-old city patriarch named Pete Braga is found bludgeoned to death. Not good news, especially since the Irish McMichaels and the Portuguese Bragas share a violent family history dating back three generations. Years ago Braga shot McMichael's grandfather in a dispute over a paycheck; soon thereafter Braga's son was severely beaten behind a waterfront bar -- legend has it that it was an act of revenge by McMichael's father. McMichael must put aside the old family blood feud, and find the truth about Pete Braga's death. Braga's beautiful nurse is a suspect -- she says she stepped out for some firewood, but key evidence suggests otherwise. The investigation soon expands to include Braga's business, his family, the Catholic diocese, a multi-million dollar Indian casino, a prostitute, a cop, and, of course, the McMichael family. Cold Pursuit is the novel that T. Jefferson Parker fans have been waiting for.",T. Jefferson Parker,2003-04-02,Hyperion,0.0,Fiction
0394881788,The Story of the Nutcracker Ballet,"Give the gift of one of the most beloved holiday stories of all-time, the Nutcracker! Featuring glorious illustrations by Caldecott Honor-winner, Diane Goode, this beautiful and adventurous classic tale will dance its way into your family's holiday traditions for years to come.",Deborah Hautzig,1986,Random House Books for Young Readers,36.0,Juvenile Fiction
0446605573,Seeing a Large Cat,"According to an ancient Egyptian papyrus, dreaming of a large cat means good luck. And that's just what plucky archaeologist Amelia Peabody could use, as her growing family matures in the new century. When the excavation of an unknown tomb reveals a recent murder, the Peabody family must unearth an assassin who'd like to end their discoveries for good.",Elizabeth Peters,1998-07-01,Grand Central Publishing,432.0,Fiction
0425183750,Blood Lure,"In this mystery in Nevada Barr’s New York Times bestselling series, District Park Ranger Anna Pigeon is betrayed by nature itself, as a most unnatural evil stalks its prey in the pristine West… Straddling the border between Montana and Canada lies the Waterton-Glacier International Peace Park—Anna’s home away from home when she is sent on a cross-training assignment to study grizzly bears. Along with bear researcher Joan Rand and a volatile, unpredictable teenage boy, Anna hikes the back country, seeking signs of bear. But the tables are turned on their second night out, when one of the beasts comes looking for them. Daybreak finds the boy missing, a camper mutilated, and Anna caught in a grip of fear, painfully aware that her lifelong bond with nature has inexplicably snapped...",Nevada Barr,2002-02-05,Penguin,352.0,Fiction
0671685635,Ghost Story,Horror. Early novel about four men who inadvertently cause the death of a young woman in the 1920s.,Peter Straub,1979,Simon and Schuster,580.0,Fiction
0553580256,Pawing Through the Past,"""You'll never get old."" Each member of the class of 1980 has received the letter. Mary Minor ""Harry"" Haristeen, who is on the organizing committee for Crozet High's twentieth reunion, decides to take it as a compliment. Others think it's a joke. But Mrs. Murphy senses trouble. And the sly tiger cat is soon proven right ... when the class womanizer turns up dead with a bullet between his eyes. Then another note followed by another murder makes it clear that someone has waited twenty years to take revenge. While Harry tries to piece together the puzzle, it's up to Mrs. Murphy and her animal pals to sniff out the truth. And there isn't much time. Mrs. Murphy is the first to realize that Harry has been chosen Most Likely to Die, and if she doesn't hurry, Crozet High's twentieth reunion could be Harry's last.",Rita Mae Brown,2001-01-30,Bantam,353.0,Fiction
0553575015,Nobody's Darling,"Dear Reader, I never enjoyed being a wanted man until the day Miss Esmerelda Fine marched into the Tumbleweed Saloon and pointed her derringer straight at my heart. Who would have guessed some duke's granddaughter--an awfully pretty one at that--would come gunning for the likes of me, a notorious bounty hunter with a taste for whiskey and a fondness for peach pie? Lucky for me, she was a mighty poor shot. Instead of killing me, she hired me to find her runaway brother. Little did she know she was about to make the acquaintance of a flea-bitten basset hound named Sadie, the infamous Darling Gang, and my shotgun-toting kinfolk. And little did I know she was about to lead me on a merry chase that would take us from a bungled bank robbery to the very first Wild West show to tour London, England. I should have turned down her offer. I should have resisted her charms. But I didn't. Because there comes a time in every man's life when he's got nothing left to lose...but his heart. Yours, Billy Darling",Teresa Medeiros,1998,"Random House Digital, Inc.",398.0,Fiction
0553250426,The Clan of the Cave Bear,"This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love. Nominated as one of America’s best-loved novels by PBS’s The Great American Read Through Jean M. Auel’s magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves the Clan of the Cave Bear. A natural disaster leaves the young girl wandering alone in an unfamiliar and dangerous land until she is found by a woman of the Clan, people very different from her own kind. To them, blond, blue-eyed Ayla looks peculiar and ugly—she is one of the Others, those who have moved into their ancient homeland; but Iza cannot leave the girl to die and takes her with them. Iza and Creb, the old Mog-ur, grow to love her, and as Ayla learns the ways of the Clan and Iza’s way of healing, most come to accept her. But the brutal and proud youth who is destined to become their next leader sees her differences as a threat to his authority. He develops a deep and abiding hatred for the strange girl of the Others who lives in their midst, and is determined to get his revenge.",Jean M. Auel,1984-11-01,Bantam,529.0,Fiction
0380730138,Vinegar Hill,"In a stark, troubling, yet ultimately triumphant celebration of self-determination, award-winning author A. Manette Ansay re-creates a stifling world of guilty and pain, and the tormented souls who inhabit it. It is 1972 when circumstance carries Ellen Grier and her family back to Holly's Field, Wisconsin. Dutifully accompanying her newly unemployed husband, Ellen has brought her two children into the home of her in-laws on Vinegar Hill--a loveless house suffused with the settling dust of bitterness and routine--where calculated cruelty is a way of life preserved and perpetuated in the service of a rigid, exacting and angry God. Behind a facade of false piety, there are sins and secrets in this place that could crush a vibrant young woman's passionate spirit. And here Ellen must find the straight to endure, change, and grow in the all-pervading darkness that threatens to destroy everything she is and everyone she loves.",A. Manette Ansay,2001,Harper Perennial,256.0,Fiction
0449003795,P is for Peril,"Kinsey Millhone never sees it coming. She is mired in the case of a doctor who disappeared, his angry ex-wife, and beautiful current one–a case that is full of unfinished business, unfinished homes, and people drifting in and out of their own lives. Then Kinsey gets a shock. A man she finds attractive is hiding a fatal secret–and now a whole lot of beauty, money, and lies are proving to be a fatal distraction from what Kinsey should have seen all along: a killer standing right before her eyes. . . .",Sue Grafton,2001,"Random House Digital, Inc.",388.0,Fiction
0553569031,"Gone, But Not Forgotten","Betsy Tannenbaum, feminist defense attorney, is involved in the series of disappearances which are similar to those of 10 years ago, when the killer was caught-- or was he?",Phillip Margolin,1994,Bantam,422.0,Fiction
0446608815,Pop Goes the Weasel,"Detective Alex Cross is in love, but in Washington D. C. he must face a villain he will never forget. Alex Cross is happy, but his happiness is threatened by a series of chilling murders-murders with a pattern so twisted, it leaves investigators reeling. Cross's ingenious pursuit of the killer produces a suspect: a British diplomat named Geoffrey Shafer. But proving that Shafer is the murderer becomes a potentially deadly task. As the diplomat engages in a brilliant series of surprising countermoves, in and out of the courtroom, Alex and his fiancée become hopelessly entangled with the most memorable nemesis Alex Cross has ever faced. Pop Goes the Weasel reveals James Patterson at the peak of his power. Here is a chilling villain no reader will forget, a love story of great tenderness, and a plot of relentless suspense and heart-pounding pace. To read Pop Goes the Weasel is to discover why James Patterson is one of the world's greatest suspense writers.",James Patterson,1999,Grand Central Publishing,484.0,Fiction
0385721420,Three Junes,"NATIONAL BOOK AWARD WINNER • NATIONAL BESTSELLER • An astonishing novel that traces the lives of a Scottish family over a decade as they confront the joys and longings, fulfillments and betrayals of love in all its guises. In June of 1989 Paul McLeod, a newspaper publisher and recent widower, travels to Greece, where he falls for a young American artist and reflects on the complicated truth about his marriage.... Six years later, again in June, Paul’s death draws his three grown sons and their families back to their ancestral home. Fenno, the eldest, a wry, introspective gay man, narrates the events of this unforeseen reunion. Far from his straitlaced expatriate life as a bookseller in Greenwich Village, Fenno is stunned by a series of revelations that threaten his carefully crafted defenses.... Four years farther on, in yet another June, a chance meeting on the Long Island shore brings Fenno together with Fern Olitsky, the artist who once captivated his father. Now pregnant, Fern must weigh her guilt about the past against her wishes for the future and decide what family means to her. In prose rich with compassion and wit, Three Junes paints a haunting portrait of love’s redemptive powers.",Julia Glass,2003-04-22,Anchor,370.0,Fiction
0425116018,The Last Princess,"Lily had almost everything she desired, and yet on the night of her wedding, she threw it all away--for the love of another man. From the high society of New York's Upper East Side, to the corrupting glamour of Hollywood, Lily and Harry's love faced the ultimate tests of hardship, struggle, and sudden wealth.",Cynthia Freeman,1989,Berkley,422.0,Fiction
014029628X,Girl in Hyacinth Blue,"The New York Times bestselling luminous tale about art and human experience that is as breathtaking as any Vermeer painting “A little gem of a novel . . . [and a] beautifully written exploration of the power of art.” —Parade A professor invites a colleague from the art department to his home to see a painting that he has kept secret for decades. The professor swears it is a Vermeer—why has he hidden this important work for so long? The reasons unfold in a series of stories that trace ownership of the painting back to World War II and Amsterdam, and still further back to the moment of the work’s inspiration. As the painting moves through each owner’s hands, what was long hidden quietly surfaces, illuminating poignant moments in human lives. Vreeland’s characters remind us, through their love of the mysterious painting, how beauty transforms and why we reach for it, what lasts, and what in our lives is singular and unforgettable.",Susan Vreeland,2000-10-01,Penguin Books,166.0,Fiction
0345338545,Follow the River,"NATIONAL BESTSELLER • “It takes a rare individual not only to see that history can live, but also to make it live for others. James Thom has that gift.”—The Indianapolis News Mary Ingles was twenty-three, happily married, and pregnant with her third child when Shawnee Indians invaded her peaceful Virginia settlement in 1755 and kidnapped her, leaving behind a bloody massacre. For months they held her captive. But nothing could imprison her spirit. With the rushing Ohio River as her guide, Mary Ingles walked one thousand miles through an untamed wilderness no white woman had ever seen. Her story lives on—extraordinary testimony to the indomitable strength of one pioneer woman who risked her life to return to her own people.",James Alexander Thom,1986-11-12,Ballantine Books,416.0,Fiction
0380506092,The Natural,"He's a natural athlete and everything is going his way - the game he loves, and the woman he thought he'd lost. But he's up against the corrupters, the seducers, and the glory destroyers.",Bernard Malamud,1980,,228.0,Fiction
0440401585,A Swiftly Tilting Planet,"Meg Murry O'Keefe and her family are just sitting down to Thanksgiving dinner when her father gets a phone call from the White House about a madman's threat of nuclear war. Only an old Irish rune seems to hold a clue to averting worldwide disaster, and and when Meg's brother Charles Wallace, now fifteen, recites it, a radiant white beast--the unicorn Gaudior--appears to join him on his quest. But there are only twenty-four hours in which to stop tragedy from occurring. Can Charles Wallace, with the help of Gaudior and Meg, possibly succeed?",Madeleine L'Engle,1978,Yearling,306.0,Juvenile Fiction
1573228214,High Fidelity,"""I've always loved Nick Hornby, and the way he writes characters and the way he thinks. It's funny and heartbreaking all at the same time.""—Zoë Kravitz From the bestselling author of Funny Girl, About a Boy, A Long Way Down and Dickens and Prince, a wise and hilarious novel about love, heartbreak, and rock and roll. Rob is a pop music junkie who runs his own semi-failing record store. His girlfriend, Laura, has just left him for the guy upstairs, and Rob is both miserable and relieved. After all, could he have spent his life with someone who has a bad record collection? Rob seeks refuge in the company of the offbeat clerks at his store, who endlessly review their top five films; top five Elvis Costello songs; top five episodes of Cheers. Rob tries dating a singer, but maybe it’s just that he’s always wanted to sleep with someone who has a record contract. Then he sees Laura again. And Rob begins to think that life with kids, marriage, barbecues, and soft rock CDs might not be so bad.",Nick Hornby,2000-03-01,Penguin,337.0,Fiction
0446604062,Up Jumps the Devil,"Colleton County, North Carolina judge Deobrah Knott embarks on a Thanksgiving Day investigation into the murder of a man from her father's moonshine-making past.",Margaret Maron,1997-07-01,Grand Central Pub,273.0,Fiction
0811808173,The Tattooed Map,"Somewhere in Northern Africa, an intrepid traveler awakens with a mysterious mark on her hand that soon develops into a detailed, macabre map spreading across her skin. As Lydia's journal entries unfold--complete with fold-out maps, photos, and drawings--the reader becomes drawn into the conundrum of the tattooed map as Lydia herself. 133 illustrations, 65 in color.",Barbara Hodgson,1995,Chronicle Books,136.0,Fiction
0440217008,Enticed,"Though famine holds her beloved Ireland in its deadly grip, young, innocent Kitty Rooney is a survivor.An exotic gypsy lass with cascading curls of ebony silk and eyes of brown velvet, Kitty vows that someday, somehow, the riches of the earth will be laid at her feet.Then Patrick O'Reilly walks into her life, his eyes burning hungrily over her body, his lips promising her the world, making a woman of her in one sweet, scorching night.""",Virginia Henley,1994,"Random House Digital, Inc.",0.0,Historical fiction
0451186346,The Burglar Who Thought He Was Bogart,"The Edgar Award-winning author of The Burglar who Traded Ted Williams returns with his seventh installment in the hilarious series. Bernie has a new girlfriend, but burlgars cannot live on love alone so he agrees to do a job for an eccentric stranger. All Bernie has to do is infiltrate a posh East Side apartment and remove a black leather portfolio. It's almost too easy to be true.",Lawrence Block,1996,Onyx Books,388.0,Fiction
037322592X,Alias Mommy,"Alias Mommy by Linda O. Johnston released on Oct 25, 2000 is available now for purchase.",Linda O. Johnston,2001,Harlequin Books,260.0,Fiction
059035342X,,,,,,,
0743225198,More George W. Bushisms,"""Most of you probably didn't know that I have a new book out. Some guy put together a collection of my wit and wisdom -- or, as he calls it, my accidental wit and wisdom. [Laughter] But I'm kind of proud that my words are already in book form."" -- President George W. Bush, discussing and reading from George W. Bushisms By now, most of you probably do know about George W. Bushisms, the bestselling collection of misstatements made on the campaign trail by our president. Now, in More George W. Bushisms, Jacob Weisberg reveals that the malapropisms didn't stop on Inauguration Day: ""I've coined new words like misunderstanding and Hispanically."" ""I haven't had a chance to talk, but I'm confident we'll get a bill that I can live with if we don't."" ""Our nation must come together to unite."" ""There's no question that the minute I got elected, the storm clouds on the horizon were getting nearly directly overhead."" These and many other presidential pearls are hilariously on display in More George W. Bushisms.",Jacob Weisberg,2002-11-05,Gallery Books,0.0,Humor
0425186199,Honest Illusions,"Roxy Nouvelle and Luke Callahan, two accomplished illusionists who double as jewel thieves, team up as partners in crime and passion until Luke's mysterious past forces them apart.",Nora Roberts,2002,Berkley Trade,438.0,Fiction
0399501487,Lord of the Flies,"Golding’s iconic 1954 novel, now with a new foreword by Lois Lowry, remains one of the greatest books ever written for young adults and an unforgettable classic for readers of any age. This edition includes a new Suggestions for Further Reading by Jennifer Buehler. At the dawn of the next world war, a plane crashes on an uncharted island, stranding a group of schoolboys. At first, with no adult supervision, their freedom is something to celebrate. This far from civilization they can do anything they want. Anything. But as order collapses, as strange howls echo in the night, as terror begins its reign, the hope of adventure seems as far removed from reality as the hope of being rescued.",William Golding,2003-12-16,Penguin,212.0,Fiction
006092988X,A Tree Grows in Brooklyn,A young girl from an impoverished family comes of age in Brooklyn at the turn of the twentieth-century.,Betty Smith,1998,Perennial,489.0,Fiction
006101351X,The Perfect Storm,"October 1991. It was ""the perfect storm""--a tempest that may happen only once in a century--a nor'easter created by so rare a combination of factors that it could not possibly have been worse. Creating waves ten stories high and winds of 120 miles an hour, the storm whipped the sea to inconceivable levels few people on Earth have ever witnessed. Few, except the six-man crew of the Andrea Gail, a commercial fishing boat tragically headed towards its hellish center.",Sebastian Junger,1998-06-03,HarperTorch,328.0,Nature
0312956126,The Scold's Bridle,A woman doctor in an English village finds herself the center of some nasty attention from police as well as villagers. The will of a murdered woman names her the sole beneficiary and people assume she killed her. By the author of The Sculptress.,Minette Walters,1995-10-15,Macmillan,388.0,Fiction
0786889616,Parallel Lies,"Penzler Pick, June 2001: Ridley Pearson, who has written 14 previous books, many of them featuring his Seattle cop Lou Boldt, ups the ante in his latest thriller.Northern Union Railroad has been experiencing a series of accidents with their freight trains, but it is not until they find a freight car covered with blood that they call in outside help. Peter Tyler used to be a cop until he nearly beat a black man to death and lost his badge. When he gets a second chance via an old friend at the National Transportation Safety Board, he drives a convertible through a snowstorm with the top down (he suffers from claustrophobia) to view the freight car. He arrives at the scene to discover that he will have to deal with Northern Union's own security officer, Nell Priest, a black woman who already knows Tyler's history.Meanwhile, Umberto Alvarez, the train wrecker, is systematically working his way towards his ultimate wreck, Northern's F.A.S.T. train due to make its maiden run from New York to Washington, D.C. Alvarez lost his wife and children when their car stalled between the gates at a crossing and were crushed by one of Northern's trains. Although Northern Union was cleared of all responsibility and Alvarez's wife was found negligent, he doesn't think that's so.As Peter Tyler's investigation proceeds, he begins to come to the same conclusion. Closing in on Alvarez, he tries to interview the crossing guard who was on duty the day the wreck occurred. On arriving at the man's apartment, he finds the man bludgeoned to death--with the same stick with which Tyler beat the black man all that time ago. It's time to get paranoid. Who at Northern is covering up and what role does Nell play in all this As always in a Ridley Pearson thriller, the action doesn't stop until the final page. --Otto Penzler",Ridley Pearson,2002-07-01,Hyperion,402.0,Fiction
0515114863,Honor Bound,"As part of an American mission to sabotage Argentinean arms trading with the Nazis, a young U.S. Marine must deceive his own father, a powerful Argentinian known as ""el Coronel."" Reprint.",W. E. B. Griffin,1994,G.P. Putnam's Sons,550.0,Fiction
0440234743,The Testament,"Heart of darkness... In a plush Virginia office, a rich, angry old man is furiously rewriting his will. With his death just hours away, Troy Phelan wants to send a message to his children, his ex-wives, and his minions, a message that will touch off a vicious legal battle and transform dozens of lives. Because Troy Phelan's new will names a sole surprise heir to his eleven-billion-dollar fortune: a mysterious woman named Rachel Lane, a missionary living deep in the jungles of Brazil. Enter the lawyers. Nate O'Riley is fresh out of rehab, a disgraced corporate attorney handpicked for his last job: to find Rachel Lane at any cost. As Phelan's family circles like vultures in D.C., Nate is crashing through the Brazilian jungle, entering a world where money means nothing, where death is just one misstep away, and where a woman--pursued by enemies and friends alike--holds a stunning surprise of her own....",John Grisham,1999,Island,550.0,Fiction
0446676071,Message in a Bottle,"Divorced and disillusioned about relationships, Theresa Osborne is jogging when she finds a bottle on the beach. Inside is a letter of love and longing to ""Catherine,"" signed simply ""Garrett."" Challenged by the mystery and pulled by emotions she doesn't fully understand, Theresa begins a search for this man that will change her life. What happens to her is unexpected, perhaps miraculous-an encounter that embraces all our hopes for finding someone special, for having a love that is timeless and everlasting.... Nicholas Sparks exquisitely chronicles the human heart. In his first bestselling novel, The Notebook, he created a testament to romantic love that touched readers around the world. Now in this New York Times bestseller, he renews our faith in destiny, in the ability of lovers to find each other no matter where, no matter when...",Nicholas Sparks,1999-12-01,Grand Central Publishing,352.0,Fiction
0449207463,,,,,,,
0446310786,To Kill a Mockingbird,"The unforgettable novel of a childhood in a sleepy Southern town and the crisis of conscience that rocked it, To Kill A Mockingbird became both an instant bestseller and a critical success when it was first published in 1960. It went on to win the Pulitzer Prize in 1961 and was later made into an Academy Award-winning film, also a classic. Compassionate, dramatic, and deeply moving, To Kill A Mockingbird takes readers to the roots of human behavior - to innocence and experience, kindness and cruelty, love and hatred, humor and pathos. Now with over 18 million copies in print and translated into forty languages, this regional story by a young Alabama woman claims universal appeal. Harper Lee always considered her book to be a simple love story. Today it is regarded as a masterpiece of American literature.",Harper Lee,1988-10-11,Grand Central Publishing,292.0,Fiction
0553204564,,,,,,,
0553279378,I Know why the Caged Bird Sings,Autobiography of Black writer Maya Angelou.,Maya Angelou,1993,Bantam,262.0,Biography & Autobiography
0375401598,Pandora,New tales of the vampires.,Anne Rice,1998,"Random House Digital, Inc.",370.0,Fiction
0440217520,Tunnel Vision,"NEW YORK TIMES BESTSELLER • “ The best of Sara Paretsky’s mystery novels . . . all of [Sara] Warshawski’s feminist and liberal proclivities are in full boil, propelling a complex and action-filled plot.” Stubbornness has landed private eye V.I. Warshawski in big trouble at her Chicago office. With her grand old Loop building set to be razed, she’s become a hold-out tenant amid frayed wiring and scary, empty corridors. Then she finds a homeless woman with three kids in the basement, and before she can rescue them, they disappear. Worst of all, she’s been implicated in a murder—after the body of Deirdre Messenger, a prominent lawyer’s wife, turns up sprawled across her desk. V.I., who had volunteered with Deirdre at a women’s shelter, suspects her death is linked to a case of upper-class domestic abuse so slickly concealed that the police refuse to believe it. Increasingly at odds with the cops, V.I. is blindly plunging ahead after the truth. And her path may lead to corruption at the highest levels.or deep into the abandoned tunnels beneath Chicago’s streets, where secrets are hiding in the dark like a child’s—or V.I.’s—worst nightmare. “Riveting . . . a ripsnorting climax . . . [Warshawski is] street-smart, feisty yet appealingly vulnerable.”—Chicago Sun-Times",Sara Paretsky,1995-05-01,Dell,482.0,Fiction
0140244824,,,,,,,
0380728729,Babyhood,"The funny man who brilliantly explored Couplehood now wraps his wildly creative imagination around bringing up baby. Covering virtually every new-baby-related topic--from home pregnancy tests and food cravings to delivery, diaper changings, bath time, sleep deprivation and me--one of America's most witty, perceptive, and outrageous comic minds presents a hysterical guide to parenting unlike anything ever devised by Brazelton, Kutner, or Spock.",Paul Reiser,1998-08,Harper Collins,293.0,Family & Relationships
0140620303,Frankenstein,"The epic battle between man and monster reaches its greatest pitch in the famous story of Frankenstein . In trying to create life, the young student Victor Frankenstein unleashes forces beyond his control, setting into motion a long and tragic chain of events that brings Victor himself to the very brink. How he tries to destroy his creation, as it destroys everything Victor loves, is a powerful story of love, friendship ...and horror.",Mary Wollstonecraft Shelley,1994,Puffin,214.0,Juvenile Fiction
0385480016,Bird by Bird,"NEW YORK TIMES BESTSELLER • An essential volume for generations of writers young and old. The twenty-fifth anniversary edition of this modern classic will continue to spark creative minds for years to come. Anne Lamott is ""a warm, generous, and hilarious guide through the writer’s world and its treacherous swamps"" (Los Angeles Times). “Superb writing advice…. Hilarious, helpful, and provocative.” —The New York Times Book Review For a quarter century, more than a million readers—scribes and scribblers of all ages and abilities—have been inspired by Anne Lamott’s hilarious, big-hearted, homespun advice. Advice that begins with the simple words of wisdom passed down from Anne’s father—also a writer—in the iconic passage that gives the book its title: “Thirty years ago my older brother, who was ten years old at the time, was trying to get a report on birds written that he’d had three months to write. It was due the next day. We were out at our family cabin in Bolinas, and he was at the kitchen table close to tears, surrounded by binder paper and pencils and unopened books on birds, immobilized by the hugeness of the task ahead. Then my father sat down beside him, put his arm around my brother’s shoulder, and said, ‘Bird by bird, buddy. Just take it bird by bird.’”",Anne Lamott,1995-09-01,Vintage,274.0,Language Arts & Disciplines
