ISBN,title,description,authors,publish_date,publisher,number_of_pages,subjects
0446609609,Burnt Sienna,"Famous artist, and ex-Marine, Chase Malone is hired by wealthy arms dealer Derek Bellasar to paint a portrait of his wife, Sienna. Malone learns Bellasar has married a string of beauties--all of whom have died after their portrait was painted. Now working for the CIA to keep a biological arms deal from going down, Chase must save Sienna--and his own life.",David Morrell,2001,"Hachette Digital, Inc.",436.0,Fiction
0515130389,Carolina Moon,"#1 New York Times bestselling author Nora Roberts presents a novel of redemption and suspense, as a woman haunted by the unsolved murder of her childhood friend returns to her small South Carolina hometown... Tory Bodeen grew up in a run-down house where her father ruled with an iron fist and a leather belt—and where her dreams and talents had no room to flourish. Her one escape was her neighbor Hope, whose friendship allowed Tory to be the child she wasn't allowed to be at home. Then Hope was brutally murdered, and everything fell apart. Now, as she returns to Progress with plans to settle in and open a stylish home-design shop, Tory is determined to find a measure of peace and free herself from the haunting visions of the past. As she forges a new bond with Cade Lavelle—Hope’s older brother and the heir to the family fortune—she isn’t sure whether the tragic loss they share will unite them or drive them apart. But she is willing to open her heart, just a little, and try. But living so close to those unhappy memories will be more difficult and frightening than Tory could ever have expected. Because Hope’s murderer is nearby as well...",Nora Roberts,2001-04-01,Penguin,486.0,Fiction
0515135828,Acid Row,"Infested with desperation, suspicion, and fear, Acid Row is a no-man's-land housing project that exists by its own laws. When a child is kidnapped, the projects' frustration and anger are ignited--and no one will be safe.",Minette Walters,2003-04,Jove Books,390.0,Fiction
014023313X,The Stone Diaries,An aged woman discovers herself as she reflects upon her life in the 20th century.,Carol Shields,1995,Penguin Group,404.0,Fiction
0375401601,"Vittorio, the Vampire","NATIONAL BESTSELLER • With Pandora, Anne Rice began a magnificent new series of vampire novels. Now, in the second of her New Tales of the Vampires, she tells the mesmerizing story of Vittorio, a vampire in the Italian Age of Gold. Educated in the Florence of Cosimo de' Medici, trained in knighthood at his father's mountaintop castle, Vittorio inhabits a world of courtly splendor and country pleasures--a world suddenly threatened when his entire family is confronted by an unholy power. In the midst of this upheaval, Vittorio is seduced by the vampire Ursula, the most beautiful of his supernatural enemies. As he sets out in pursuit of vengeance, entering the nightmarish Court of the Ruby Grail, increasingly more enchanted (and confused) by his love for the mysterious Ursula, he finds himself facing demonic adversaries, war and political intrigue. Against a backdrop of the wonders--both sacred and profane--and the beauty and ferocity of Renaissance Italy, Anne Rice creates a passionate and tragic legend of doomed young love and lost innocence.",Anne Rice,1999-03-08,Knopf,303.0,Fiction
0553287532,Wish You Were Here,"Curiosity just might be the death of Mrs. Murphy--and her human companion, Mary Minor ""Harry"" Haristeen. Small towns are like families: Everyone lives very close together. . .and everyone keeps secrets. Crozet, Virginia, is a typical small town-until its secrets explode into murder. Crozet's thirty-something post-mistress, Mary Minor ""Harry"" Haristeen, has a tiger cat (Mrs. Murphy) and a Welsh Corgi (Tucker), a pending divorce, and a bad habit of reading postcards not addressed to her. When Crozet's citizens start turning up murdered, Harry remembers that each received a card with a tombstone on the front and the message ""Wish you were here"" on the back. Intent on protecting their human friend, Mrs. Murphy and Tucker begin to scent out clues. Meanwhile, Harry is conducting her own investigation, unaware her pets are one step ahead of her. If only Mrs. Murphy could alert her somehow, Harry could uncover the culprit before the murder occurs--and before Harry finds herself on the killer's mailing list.",Rita Mae Brown,1991-10-01,Bantam,322.0,Fiction
0312984618,Black for Remembrance,"Caroline Webb knows what it means to lose the person you love most. Twenty years ago, her five-year-old daughter, Hayley, was the light of her life, her treasure, her angle. Then came the terrible day when Hayley was kidnapped from her favorite swing. More than a month passed before her burned, lifeless body was found. All that remained was the silence of Caroline's heartache--and her guilt... Now, Caroline has started over with a new husband. She even has another precious daughter, Melinda. She thinks she has put the ghosts of her past behind her. But without warning, those ghosts once again start to echo in the night. Suddenly, Hayley's favorite doll reappears...strange murders rock the Webbs' small town...Caroline even claims she has heard the voice of the little girl she lost all those years ago. Could Hayley still be out there somewhere, somehow? Now a killer waits in the wings--waiting to make Caroline live her worst nightmare yet...",Carlene Thompson,2002-12-15,St. Martin's Paperbacks,352.0,Fiction
0553278193,Fer-de-Lance,"As any herpetologist will tell you, the fer-de-lance is among the most dreaded snakes known to man. When someone makes a present of one to Nero Wolfe, Archie Goodwin knows he's getting dreadully close to solving the devilishly clever murders of an immigrant and a college president. As for Wolfe, he's playing snake charmer in a case with more twists than an anaconda -- whistling a seductive tune he hopes will catch a killer who's still got poison in his heart.",Rex Stout,1997-01-21,Crimeline,305.0,Fiction
0380815265,The Seduction of Sara,"Sara Lawrence is happy to be a young widow, but her brothers insist on marrying her off again. The solution? Sara asks Nick Montrose, the notorious Earl of Bridgeton, to teach her how to ruin herself, thus rendering herself unmarriageable. Envisioning the day when the luscious Sara winds up in his bed, Nick is all too happy to oblige-but when he sees her ""practicing"" her lessons on other men, he′s inexplicably enraged. Then comes the day Sara′s brothers catch her and Nick in a compromising position-which leads to a speedy marriage neither wants. Can the love they don′t recognize find a way through their warring desires?",Karen Hawkins,2001-10-30,Avon,384.0,Fiction
0312983867,Hard Eight,"Hired to find a missing child, Stephanie soon wonders if she's working on the right side of the law. And complications have arisen in her relationship with Morelli.",Janet Evanovich,2003-06-16,"Farrar, Straus, and Giroux",356.0,Fiction
0140621415,Peter Pan,"Beloved by generations, this world-famous story of the boy who could not grow up is now adapted as a major motion picture from Universal Pictures, scheduled for nationwide release on Christmas Day, 2003. Reissue.",James Matthew Barrie,1995-01-01,"Penguin Books, Limited (UK)",185.0,Peter Pan (Fictitious character)
0399140557,Practical Magic,"For more than two hundred years, the Owens women had been blamed for everything that went wrong in their Massachusetts town. And Gillian and Sally endured that fate as well: As children, the sisters were forever outsiders, taunted, talked about, pointed at. Their elderly aunts almost seemed to encourage the whispers of witchery, with their musty house and their exotic concoctions and their crowd of black cats. But all Gillian and Sally wanted was to escape. One would do so by marrying, the other by running away. But the bonds they shared, even into adulthood, brought them back--almost as if by magic...",Alice Hoffman,1995,Putnam Adult,264.0,Fiction
0345322231,Being a Green Mother,"Orb had a rare gift--the magic which manifested whenever she sang or played her harp. No one could resist her music. But she knew that greater magic lay in the Llano, the mystic music that controlled all things. The quest for the Llano occupied Orb's life. Until she met Natasha, handsome and charming, and an even finer musician. But her mother Niobe came as an Aspect of Fire, with the news that Orb had been chosen for the role of Incarnation of Nature--The Green Mother. But she also warned of a prophecy that Orb was to marry Evil. Could she be sure that Natasha was not really Satan, the Master of Illusion, laying a trap for her...?",Piers Anthony,1988-09-12,Del Rey,322.0,Fiction
044015538X,,,,,,,
0671004530,On the Street Where You Live,"In the gripping new novel from the Queen of Suspense, a woman is haunted by two grisly murders separated by more than a century, yet somehow inextricably linked... Following a nasty divorce and the trauma of being stalked, criminal defense attorney Emily Graham leaves Albany to work in Manhattan. Craving roots, she buys her ancestral home, a Victorian house in the seaside resort town of Spring Lake, New Jersey. Her family sold the house in 1892, after one of Emily's forebears, Madeline Shapley, then a young girl, disappeared. As the house is renovated and a pool dug, a skeleton is found and identified as Martha Lawrence, a young Spring Lake woman who vanished several years ago. Within her hand is the finger bone of another woman, with a ring—a Shapley family heirloom—still on it. Determined to find the connection between the two murders, Emily becomes a threat to a seductive killer...who chooses her as the next victim.",Mary Higgins Clark,2002-04-01,Pocket Books,438.0,Fiction
0312983824,Faking It,"LOVE AND DECEPTION HAVE A LOT IN COMMON. Meet the Goodnights, a respectable family who run a respectable art gallery-and have for generations. There's Gwen, the matriarch who likes to escape reality, Eve the oldest daughter who has a slight identity problem (she has two), Nadine, the granddaughter who's ready to follow in the family footsteps as soon as she can find a set that isn't leading off a cliff. And lastly, Matilda, the youngest daughter, has inherited the secret locked down in the basement of the Goodnight Gallery, the secret she's willing to do almost anything to keep, even break into a house in the dead of night to steal back her past. THE RISKS ARE INTOXICATING. Meet the Dempseys, or at least meet Davy, a reformed con man who's just been ripped off for a cool three million by his financial manager, who then gallantly turned it over to Clea Lewis, the most beautiful sociopath Davy ever slept with. Davy wants the money back, but more than that he'll do anything to keep Clea from winning, including break into her house in the dead of night to steal back his future. AND IF YOU'RE REALLY GOOD AT THEM, THEY BOTH PAY OFF. One collision in a closet later, Tilda and Davy reluctantly join forces to combat Clea, suspicious art collectors, a disgruntled heir, and an exasperated hitman, all the while coping with a mutant dachshund, a juke box stuck in the sixties, questionable sex, and the growing realization that they can't turn their backs on the people they were meant to be...or the people they were born to love.",Jennifer Crusie,2003-04-14,St. Martin's Paperbacks,432.0,Fiction
044990587X,Dave Barry Turns Forty,"""Just the ticket for the '90s."" SAN FRANCISCO CHRONICLE If you're too young for a nursing home yet too old to be a rock star, if your marriage is as exciting as scraping grass off the lawnmower blades, then this hilarious book by Pulitzer-Prize-winning columnist and author is for you. Put on your protective eyewear and take a probing look inside your increasingly Spam-like body at: The Midlife (Yawn) Marriage; Wise Financial Planning for Irresponsible Scum Such as Yourself; Sex After 40 (or, Sex? After 40?), and other harsh, but amusing realities that leave you laughing, crying and drooling.",Dave Barry,1991-05-07,Ballantine Books,194.0,Humor
0446360716,Shadows of Yesterday,"A young mother stranded on a Texas highway is rescued by a handsome hero in a pickup truck . . . and now, she must face the fears of the past or risk losing the greatest love she's ever known. Leigh is terrifyingly alone on a Texas road about to deliver her first child when a rugged stranger in a pickup truck stops to help her. Eight months ago, she lost her husband when he was tragically killed on the job. This fateful meeting on a lonesome highway has brought a new man into her life . . . but he's a man with secrets and the power to break her heart again. Chad is in a dangerous business and hides the mysteries of his past. He is determined to make Leigh care for him, but there are no guarantees that his love can protect her from disaster. Together, this young mother and mysterious stranger will discover the depths of their love . . . and face their worst fears.",Sandra Brown,1992-05-01,Grand Central Publishing,276.0,Fiction
0440159008,"Motherhood, the Second Oldest Profession",,Erma Bombeck,1984,,196.0,Mothers
0761107363,97 Ways to Make a Baby Laugh,"Provides sight gags, skits, parlor tricks, and practical jokes designed to make an infant laugh",Jack Moore,1997-01-01,Workman Publishing,116.0,Humor
0836214439,Dave Barry's Book of Bad Songs,"When funnyman and ""Miami Herald"" columnist Dave Barry asked readers about their least favorite tunes, the witty writer was flabbergasted by the response: more than 10,000 readers voted! Based on the results of this monumental survey, Barry has compiled a book filled with the lyrics of some of the worst songs ever written, including such special categories as ""Teen Death Songs"", ""Songs That People Always Get Wrong"", and, of course, ""Weenie Music"".",Dave Barry,1997,Andrews McMeel Publishing,114.0,Biography & Autobiography
0345361792,A Prayer for Owen Meany,"A story of friendship through adversity, faith and destiny, and the search for God.",John Irving,1989,William Morrow,648.0,Fiction
1551660989,Daring Moves,"Daring Moves by Linda Lael Miller released on Feb 23, 1996 is available now for purchase.",Linda Lael Miller,2001,MIRA,264.0,Fiction
0425154092,From Potter's Field,Dr. Kay Scarpetta matches wits with a sadistic killer who infiltrates the FBI's top-secret artificial intelligence system and closes in on Scarpetta herself,Patricia Daniels Cornwell,1996,Penguin,388.0,Fiction
0316171530,Aspen Gold,"When beautiful actress Kit Masters returns to her native Aspen to make a film with famed actor/producer John Travis, a role that could make her a star, she encounters handsome, widowed rancher Tom Bannon, an old flame who had married someone else.",Janet Dailey,1992,Little Brown,420.0,Fiction
0020446500,Z for Zachariah,The only one left alive after a nuclear war is a girl and a man who she must beaware of.,Robert C. O'Brien,1987,Simon and Schuster,258.0,Juvenile Fiction
0380699745,Lightning,,Ed McBain,1985,Avon Books,324.0,Fiction
0312251947,Naked Came the Phoenix,Written collaboratively by thirteen female authors.,"Nevada Barr, J. D. Robb",2001-08-15,Macmillan,278.0,Fiction
0345343581,Kate Vaiden,"In middle age, Kate Vaiden begins to yearn to see the son she abandoned when she was seventeen. But if she decides to seek him, will he understand her or even want to see her? As Kate questions herself and remembers her history, a story unfolds as tragic, comic and compelling as life itself . . .",Reynolds Price,1987,,388.0,Biography & Autobiography
0312971303,Catch Me,,A. J. Holt,2001-02-15,St. Martin's Paperbacks,336.0,Fiction
0373872178,Hart's Harbor,The third installment of the Safe Harbor miniseries finds Gracie Adams and Dr. Kyle Hart deciding to outwit the town's matchmakers by masquerading as an engaged couple. But their plan backfires--when they fall in love for real. Original.,Deb Kastner,2003,Steeple Hill,260.0,Fiction
0553576003,Tidings of Great Joy,"From the author who knows all the secrets of a woman's heart comes a tantalizing tale of holiday romance—as a young woman discovers how a night of passion can change your life, and your dreams, forever.... Ria Lavender is the last woman in the world to be swept away by a smooth line and a seductive smile. A talented architect, she's just beginning to savor the fruits of her success when she meets a man who will change everything. Mayor-Elect Taylor MacKensie is handsome, charming, and charismatic. Still, Ria never imagines that she'll leave a Christmas party with him, or that, caught up in the magic of a snowfall and a bottle of champagne, she'll give in to desire. Eight weeks later, Ria knows she's carrying Taylor's child. To give their baby a name, Ria persuades Taylor to marry her—at least temporarily. But while Ria soon feels a surprising tenderness—and passion—for Taylor, she fears his prime concern is protecting his career. Ria vows to keep her distance from the man who holds the key to her heart...until life teaches them both a lesson in miracles—and love.",Sandra Brown,1999-11-02,Bantam,258.0,Fiction
0786883367,Don't Sweat the Small Stuff at Work,"Carlson shows readers how to interact more peaceably and joyfully with colleagues, clients, and bosses and reveals tips to minimize stress and bring out the best in themselves and others.",Richard Carlson,1998-11-18,Hyperion,308.0,Self-Help
0425120031,The Skin Trade,"Includes tales of people facing horrible truths and hidden evil, written by three masters of horror","Stephen King, Dan Simmons, Douglas E. Winter, George R. R. Martin",1990-03-01,Berkley,329.0,Fiction
0060196122,Veronika Decides to Die,"In his latest international bestseller, the celebrated author of The Alchemist addresses the fundamental questions asked by millions: What am I doing here today? and Why do I go on living? Twenty-four-year-old Veronika seems to have everything she could wish for--youth and beauty, pleny of attractive boyfriends, a fulfilling job, and a loving family. Yet something is lacking in her life. Inside her is a void so deep that nothing could possibly ever fill it. So, on the morning of November 11, 1997, Veronika decides to die. She takes a handful of sleeping pills expecting never to wake up. Naturally Veronika is stunned when she does wake up--at Villete, a local mental hospital, where the staff informs her that she has, in fact, partially succeeded in achieving her goal. While the overdose didn't kill Veronika immediately, the medication has damaged her heart so severely that she has only days to live. The story follows Veronika through the intense week of self-discovery that ensues. To her surprise, Veronika finds herself drawn to the confinement of Villete and its patients, who, each in his or her individual way, reflect the heart of human experience. In the heightened state of life's final moments, Veronika discovers things she has never really allowed herself to feel before--hatred, fear, curiosity, love, and sexual awakening. She finds that every second of her existence is a choice between living and dying, and at the eleventh hour emerges more open to life than ever before. In Veronika Decides to Die, Paulo Coelho takes reader on a distinctly modern quest to find meaning in a culture overshadowed by angst, soulless routine, and pervasive conformity. Based on events in Coelho's own life, Veronkia Decides to Die questions the meaning of madness and celebrates individuals who do not fit into patterns society considers to be normal. Poignant and illuminating, it is a dazzling portrait of a young woman at the crossroads of despair and liberation, and a poetic, exuberant appreciation of each day as a renewed opportunity.",Paulo Coelho,2000-05-16,Harper,224.0,Fiction
0060502258,,,,,,,
0380721457,Mrs. Dewinter,"""For twelve years, in so many ways we had been as one, everything had been shared, there had been no secrets. Yet the past still held secrets, the past threw its shadows, and the shadows sometimes separated us."" Since Manderly burned, tormented Maxim de Winter and his demure second wife have fled the ghosts of a dark, unspoken yesterday. And now they have come home to England -- to bury what was and to start anew. But the sensual warmth of a golden autumn cannot mask the chill of a lingering evil. For October's gentle breeze whispers that Rebecca -- beautiful, mysterious, malevolent Rebecca -- is haunting their lives once more.",Susan Hill Long,1994-11-01,Avon,420.0,Fiction
067172942X,Garden of Shadows,"Olivia dreamed of a sun-filled love, a happy life. Then she entered Foxworth Hall... V.C. Andrews' thrilling new novel spins a tale of dreadful secrets and dark, forbidden passions -- of the time before Flowers in the Attic began. Long before terror flowered in the attic, thin, spinsterish Olivia came to Virginia as Malcolm Foxworth's bride. At last, with her tall handsome husband, she would find the joy she had waited for, longed for. But in the gloomy mansion filled with hidden rooms and festering desires, a stain of jealous obsession begins to spread...an evil that will threaten her children, two lovely boys and one very special, beautiful girl. For within one innocent child, a shocking secret lives...a secret that will taint the proud Foxworth name, and haunt all their lives forever!",V.C. Andrews,1990-11-15,Pocket Books,384.0,Fiction
0553572857,Shadow Moon,"The first novel in the original saga based on the movie Willow From George Lucas, creator of Star Wars and Indiana Jones, and Chris Claremont, author of the bestselling X-Men adventures, comes a dazzling tale of adventure and magic. . . . Thirteen years have passed since the epic battle of Nockmaar freed the land from a tyrant's grasp. But in the time since, the countryside has been wracked by war and chaos. According to the prophecy, there is but one hope of deliverance: the Princess Elora Danan. Raised friendless and alone, she has grown into a royal spoiled brat. The fate of the Great Realms rests in her hands, and she couldn't care less. It will take a stranger named Thorn Drumheller to fight the opposing forces of unimaginable malevolence--but first he must strike a devil's bargain and resurrect a powerful warrior from her soulless sleep, bringing her into a world of blood and horror where shadows have declared war on the light.","George Lucas, Chris Claremont",1996,Spectra,468.0,Fiction
0886774632,By the Sword,"Granddaughter of a sorceress and daughter of a noble house, Kerowyn had been forced to run the family keep since her mother's untimely death. Now all of her hopes and plans to return to training horses and hunting have been shattered by an attack on her ancestral home, the death of her father, the wounding of her brother and the kidnapping of his fiance.",Mercedes Lackey,1991,Daw Books,492.0,Fiction
0743456866,He Sees You When You're Sleeping,"Sterling Brooks is sent back to Earth to reunite a heartbroken seven-year-old girl with her father and grandmother, who were forced into the witness protection program because two mobsters have put a price on their heads.","Mary Higgins Clark, Carol Higgins Clark",2002-10-29,Simon and Schuster,261.0,Fiction
0525943749,Son of Rosemary,"A woman raped by Satan emerges from a 27-year coma to find that her grown son, Andy, the product of that union, is a charismatic spiritual leader, famous throughout the world. But is he for real? A sequel to Rosemary's Baby.",Ira Levin,1997,Penguin Press,284.0,Fiction
0399146008,Shock,Two young women are drawn into the mystery surrounding an exclusive fertility clinic where they were egg donors.,Robin Cook,2001,Putnam Adult,392.0,Fiction
189939835X,,,,,,,
0312195516,The Red Tent,"Her name is Dinah. In the Bible, her life is only hinted at in a brief and violent detour within the more familiar chapters of the Book of Genesis that are about her father, Jacob, and his dozen sons. Told in Dinah's voice, this novel reveals the traditions and turmoils of ancient womanhood--the world of the red tent. It begins with the story of her mothers--Leah, Rachel, Zilpah, and Bilhah--the four wives of Jacob. They love Dinah and give her gifts that sustain her through a hard-working youth, a calling to midwifery, and a new home in a foreign land. Dinah's story reaches out from a remarkable period of early history and creates an intimate connection with the past. Deeply affecting, The Red Tent combines rich storytelling with a valuable achievement in modern fiction: a new view of biblical women's society.",Anita Diamant,1998-09-15,Picador,340.0,Fiction
0345370775,Jurassic Park : [novel],"A breakthrough in genetic engineering leads to the development of a technique for recovering and cloning dinosaur DNA, a method that brings about the creation of Jurassic Park, a tourist attraction populated by creatures extinct for eons. Reissue.",Michael Crichton,1991,"Random House Digital, Inc.",418.0,Fiction
0842329218,Tribulation Force,Sequel to Left behind.,"Tim LaHaye, Jerry B. Jenkins",1996,"Tyndale House Publishers, Inc.",468.0,Fiction
0449907481,A Thousand Acres,"A successful Iowa farmer decides to divide his farm between his three daughters. When the youngest objects, she is cut out of his will. This sets off a chain of events that brings dark truths to light and explodes long-suppressed emotions. An ambitious reimagining of Shakespeare's King Lear cast upon a typical American community in the late twentieth century, A Thousand Acres takes on themes of truth, justice, love, and pride, and reveals the beautiful yet treacherous topography of humanity.",Jane Smiley,1992,,388.0,Aging parents
014027166X,Riven Rock,"In a real-life love story retold by an award-winning author, early twentieth-century budding feminist Katherine Dexter falls for and marries Stanley McCormick, who shortly after the wedding is diagnosed as a schizophrenic sex maniac and confined to his family's estate of Riven Rock for the rest of his life. Reprint. Tour.",T. Coraghessan Boyle,1999-01,Penguin (Non-Classics),466.0,Fiction
0440941407,It's Not the End of the World,"When her parents divorce, a sixth grader struggles to understand that sometimes people are unable to live together.",Judy Blume,1972,Laurel Leaf,210.0,Fiction
0312924585,The Silence of the Lambs,"An ingenious, masterfully written novel, Thomas Harris's The Silence of the Lambs is a classic of suspense and storytelling and the basis for the Oscar award-winning horror film starring Jodie Foster as Clarice Starling and Anthony Hopkins as Dr. Hannibal Lecter. A serial murderer known only by a grotesquely apt nickname—Buffalo Bill—is stalking particular women. He has a purpose, but no one can fathom it, for the bodies are discovered in different states. Clarice Starling, a young trainee at the F.B.I. Academy, is surprised to be summoned by Jack Crawford, Chief of the Bureau's Behavioral Science section. Her assignment: to interview Dr. Hannibal Lecter, a brilliant psychiatrist and grisly killer now kept under close watch in the Baltimore State Hospital for the Criminally Insane. Lecter's insight into the minds of murderers could help track and capture Buffalo Bill. Smart and attractive, Starling is shaken to find herself in a strange, intense relationship with the acutely perceptive Lecter. His cryptic clues—about Buffalo Bill and about her—launch Clarice on a search that every reader will find startling, harrowing, and totally compelling.",Thomas Harris,1991-02-15,St. Martin's Paperbacks,388.0,Fiction
0553580035,Battle Born,"Patrick McLanahan is back — and this time he faces his most difficult challenge. He must pull together a team of aggressive, maverick young pilots to face a world on the brink of massive nuclear conflict. It begins with a joint U.S.-Japanese-South Korean mock bombing raid. But the South Korean fighter pilots don't stick to the script. Instead, they race across the border into North Korea to support a massive people's revolt against the Communists. Virtually overnight, the fledgling United Korea is the world's newest nuclear power, igniting a fuse that threatens to blow Asia apart and trigger World War III. Only McLanahan has the top-secret aviation technology and the brash young heroes to stop the coming inferno — if he can get them to stop fighting each other and start fighting as a team before the world is reduced to cinders!",Dale Brown,2001-02-27,Bantam,578.0,Fiction
0380717018,Body of Evidence,Pop-up paper sculptures for each letter celebrate the Christmas season.,Patricia Cornwell,1992-04-01,Avon,420.0,Fiction
0671021001,She's Come Undone,"In this extraordinary coming-of-age odyssey, Wally Lamb invites us to hitch a wild ride on a journey of love, pain, and renewal with the most heartbreakingly comical heroine to come along in years. Meet Dolores Price. She's 13, wise-mouthed but wounded, having bid her childhood goodbye. Stranded in front of her bedroom TV, she spends the next few years nourishing herself with the Mallomars, potato chips, and Pepsi her anxious mother supplies. When she finally orbits into young womanhood at 257 pounds, Dolores is no stronger and life is no kinder. But this time she's determined to rise to the occasion and give herself one more chance before she really goes under.",Wally Lamb,1998-06-01,Pocket Books,484.0,Fiction
0671027387,Deception Point,Thriller.,Dan Brown,2002,,584.0,Fiction
1558743669,A Child Called It,An inspirational story; one child's courage to survive.,"David J. Pelzer, Dave Pelzer",1995-09,"Health Communications, Inc.",202.0,Biography & Autobiography
