ISBN,title,description,authors,publish_date,publisher,number_of_pages,subjects
0385722206,Balzac and the Little Chinese Seamstress,"New York Times Bestseller Balzac and the Little Chinese Seamstress is an enchanting tale that captures the magic of reading and the wonder of romantic awakening. An immediate international bestseller, it tells the story of two hapless city boys exiled to a remote mountain village for re-education during China’s infamous Cultural Revolution. There the two friends meet the daughter of the local tailor and discover a hidden stash of Western classics in Chinese translation. As they flirt with the seamstress and secretly devour these banned works, the two friends find transit from their grim surroundings to worlds they never imagined.",Dai Sijie,2002-10-29,Vintage,196.0,Fiction
0061094145,Imajica I,"Clive Barker creates an unforgettable realm, the Imajica--five dominions of which one, the Earth, is isolated from the others. Formerly published as one volume, Imajica is now available as Books I and II. The stunning new repackage will appeal to old fans of the book and will draw new readers to this classic work.",Clive Barker,1995-05-10,Harper Collins,548.0,Fiction
0394800206,"Go, Dog. Go!","NATIONAL BESTSELLER • P.D. Eastman's canine classic—perfect for fans of the Netlix Original Go, Dog. Go! animated preschool series! Written for beginning readers using only 75 different words, this beloved Beginner Book by P.D. Eastman—edited by Dr. Seuss—features all kinds of wonderful dogs riding bicycles, scooters, skiis, roller skates, and driving all sorts of vehicles on their way to a party held on top of a tree! This is a perfect gift for P.D. Eastman fans and dog lovers of all ages! Beginner Books are fun, funny, and easy to read! Launched by Dr. Seuss in 1957 with the publication of The Cat in the Hat, this beloved early reader series motivates children to read on their own by using simple words with illustrations that give clues to their meaning. Featuring a combination of kid appeal, supportive vocabulary, and bright, cheerful art, Beginner Books will encourage a love of reading in children. ""The canine cartoons make an elementary text funny and coherent and still one of the best around."" —School Library Journal.",P.D. Eastman,1961-03-12,Random House Books for Young Readers,78.0,Juvenile Fiction
0451180429,The Quiet Game,"INTRODUCING PENN CAGE... From the author of Cemetery Road comes the first intelligent, gripping thriller in the #1 New York Times bestselling Penn Cage series. Natchez, Mississippi. Jewel of the South. City of old money and older sins. And childhood home of Houston prosecutor Penn Cage. In the aftermath of a personal tragedy, this is where Penn has returned for solitude. This is where he hopes to find peace. What he discovers instead is his own family trapped in a mystery buried for thirty years but never forgotten—the town’s darkest secret, now set to trap and destroy Penn as well.",Greg Iles,2000-07-01,Penguin,596.0,Fiction
0441003389,Freedom's Landing,"Kristin Bjornsen lived a normal life, right up until the day the spaceships floated into view above Denver. As human slaves were herded into the maw of a massive vessel, Kristin realized her normal life was over and her fight for freedom was just beginning… The alien Catteni value strength and intelligence in their slaves—and Kristin has managed to survive her enslavement while hundreds of other humans have not. But her trial has just begun, for now she finds herself part of a massive experiment. The aliens have discovered a new world, and they have a simple way of finding out if it’s habitable: drop hundreds of slaves on the surface and see what happens. If they survive, colonization can begin. If not, there are always more slaves.",Anne McCaffrey,1996-06-01,National Geographic Books,0.0,Fiction
0964631601,,,,,,,
055314300X,The Bourne Identity,"A man is shot, left for dead, later rescued from the sea. Surviving but with no memory, he is given a name: Jason Bourne. Physically and mentally agile, he retraces his past through a harrowing personal labyrinth. The discovery: He was a trained killer, and now in turn is being hunted by assassins.",Robert Ludlum,1981,Bantam Doubleday Dell Publishing Group,548.0,Fiction
0553250515,The Member of the Wedding,"When she was only twenty-three Carson McCuller's first novel ""The Heart Is A Lonely Hunter, created a literary sensation. She is very special, once of American's superlative writers who conjures up a vision of existence as terrible as it is real, who takes us on shattering voyages into the depths of the spiritual isolation that underlies the human condition. ""Rarely has emotional turbulence been so delicately conveyed,"" said ""The New York Times of Carson McCullers's achingly real novel about Frankie Addams, a bored twelve-year-old madly jealous of her brother's impending marriage. Frankie was afraid of the dark and envious of the older girls. But as F. Jasmine, in a pink dress, she looked sixteen. No longer a child, she accepted a date with a red-haired soldier and purchased a sophisticated gown for the wedding. F. Jasmine had plans.",Carson McCullers,1973,Bantam,164.0,Drama
0812589041,Ender's Game,Child-hero Ender Wiggin must fight a desperate battle against a deadly alien race if mankind is to survive.,Orson Scott Card,2000-06,Tor Books,349.0,Brothers and sisters
0446364797,The Silken Web,"A beautiful fashion buyer is still in love with someone from her past -- and now, she must choose between him and the man she's planning to marry. Kathleen, a smart and sophisticated woman, is ready to marry the man of her dreams -- but she's in love with someone else. Erik is a talented videographer who finds women easy to love but doesn't want to settle down. And Seth, the wealthy heir to a department store fortune, could give Kathleen everything she wants . . . except the one thing that would make her happy. All three of them are about to get caught up in a web of lies so fragile that one fateful encounter could tear it apart -- and force Kathleen to choose between her family and the needs of her own heart.",Sandra Brown,1993-10-01,Grand Central Publishing,342.0,Fiction
0553580191,Seize the Night,"When children begin disappearing in the small town of Moonlight Bay, the police turn a blind eye and refuse to help look for the children, so Christopher Snow sets out to find them, and he discovers a secret that the entire police force will kill to keep quiet.",Dean Ray Koontz,1999,"Random House Digital, Inc.",486.0,Fiction
0060086661,,,,,,,
0553239813,The Little Drummer Girl,"Charlie, a young English actress, meets a man on a Greek beach who draws her into a world of espionage and terror in the Middle East.",John Le Carré,1984,,534.0,Fiction
0553563327,Thief of Hearts,"Prim and pampered, Lucina Snow knew little of men and nothing of danger, until the fog-shrouded night she found herself abducted--and at the mercy of the legendary Captain Doom. Ruthless and mocking, tender and virile, the notorious pirate awakened all Lucy's passionate longings, then abandoned her with nothing but a kiss... Now safely at home, the alluring waif is tormented by treacherous memories--and by the presence of Gerard Claremont, her mysterious new bodyguard. Everything about him, from his forbidding size to his impertinent manner, sparks her defiance. And even when Gerard's smile turns seductive, no one can make her forget Doom. Yet only when Lucy's path crosses the captain's once more, will she learn who is on a voyage of retribution, and who is out to steal her heart...",Teresa Medeiros,1994,Bantam,0.0,Fiction
1400042070,The Amateur Marriage,"Marrying quickly during World War II after falling in love at first sight, a mismatched couple discovers that their different personalities and approaches to life are taking a toll on their relationship and their family.",Anne Tyler,2004,"Random House Digital, Inc.",328.0,Fiction
0316769487,The Catcher in the Rye,"The ""brilliant, funny, meaningful novel"" (The New Yorker) that established J. D. Salinger as a leading voice in American literature--and that has instilled in millions of readers around the world a lifelong love of books. ""If you really want to hear about it, the first thing you'll probably want to know is where I was born, and what my lousy childhood was like, and how my parents were occupied and all before they had me, and all that David Copperfield kind of crap, but I don't feel like going into it, if you want to know the truth."" The hero-narrator of The Catcher in the Rye is an ancient child of sixteen, a native New Yorker named Holden Caufield. Through circumstances that tend to preclude adult, secondhand description, he leaves his prep school in Pennsylvania and goes underground in New York City for three days.",J.D. Salinger,1991-05-01,"Little, Brown",228.0,Fiction
014013168X,The Buddha of Suburbia,"“A wickedly funny novel” (The New York Times) from the author of SHATTERED “There was one copy going round our school like contraband. I read it in one sitting...I'd never read a book about anyone remotely like me before.”—Zadie Smith My name is Karim Amir, and I am an Englishman born and bred, almost... The hero of Hanif Kureishi's debut novel is dreamy teenager Karim, desperate to escape suburban South London and experience the forbidden fruits which the 1970s seem to offer. When the unlikely opportunity of a life in the theatre announces itself, Karim starts to win the sort of attention he has been craving—albeit with some rude and raucous results. With the publication of The Buddha of Suburbia, Hanif Kureishi landed into the literary landscape as a distinct new voice and a fearless taboo-breaking writer. The novel inspired a ground-breaking BBC series featuring a soundtrack by David Bowie. Winner of the Whitbread Prize for Best First Novel",Hanif Kureishi,1991-05-01,Penguin,289.0,Fiction
